,評論編號,評論,評論相對時間,查詢時間,評分,使用者名稱,有幾則評論,評論者網址
10,ChdDSUhNMG9nS0VJQ0FnSURYd2N5QmhBRRAB,老婆在這邊檢查 生產 月中病房 過程都很滿意,4 週前,2024-11-26 15:55:00,5.0,曾朝帷,則評論,https://www.google.com/maps/contrib/110884067640968945532/reviews?hl=zh-TW
11,ChZDSUhNMG9nS0VJQ0FnSURYZ1ozSGNREAE,,4 週前,2024-11-26 15:55:00,4.0,吳蘭慧,0,https://www.google.com/maps/contrib/102332122395107024750/reviews?hl=zh-TW
12,ChZDSUhNMG9nS0VJQ0FnSURYd3VyOEZ3EAE,看下午診洪醫生，途中去手術，到了18:40左右告知大家說，洪醫生不會再回來看診？？？請問這是？改成一位陳X翰醫生，在馬偕兒童網站完全找不到這個醫生，請問是在哈摟？？  莫名不會回來 莫名一個找不到的醫生看診,1 個月前,2024-11-26 15:55:00,1.0,winnie,1,https://www.google.com/maps/contrib/103347370750997537021/reviews?hl=zh-TW
13,ChZDSUhNMG9nS0VJQ0FnSURYc0xHcmF3EAE,第一胎是在這生的(以前光復院所)，高層次在禾馨照。第一胎有個不好的經驗，1.待產室有一堆孕婦在那...完全沒隱私2.痛到要打無痛結果醫院沒有我血液資料要重抽又要等一個多小時導致沒打，因為已經開3指多了3.生完住院時內診有好多實習醫生進來看我如何被內診...超沒隱私4.中間一次流產去馬偕看診光抽血看報告說要等隔天!整個傻眼立刻轉診國泰，人家半小時內完成的事情為什麼要等隔天?完全無法理解。兒童婦產科轉去專門的兒童醫院以為會好一點畢竟隔好幾年了，抱持著給一次機會的想法然而1.看診速度依然很慢2.高層次超音波水準技術依然無法跟其他院所比較，尤其醫生的耐心及尊重需要再次加強，沒人希望照高層次醫生又一直接電話講電話，孕婦也希望可以看得懂醫生數手指腳指可以清晰告知哪5隻抑或其他器官可以明確告知，同時照3D影像時可以讓五官清楚一點而不是看到個被地上踩到的捏麵人一樣拍幾張像異形一樣的照片交差了事，費用不斐結果跟禾馨只差500元...品質.服務.價格.耐心.技術沒有一項值得讚揚有進步， 已經心灰意冷時隔多年不知道哪一點有改善。,1 個月前,2024-11-26 15:55:00,1.0,JOAN KO,2,https://www.google.com/maps/contrib/104331905488334642866/reviews?hl=zh-TW
14,ChdDSUhNMG9nS0VJQ0FnSURYMElyLV9RRRAB,網路看診號碼跟實際落差很大，有夠爛的系統,1 個月前,2024-11-26 15:55:00,1.0,林建廷,0,https://www.google.com/maps/contrib/109380085326468241721/reviews?hl=zh-TW
15,ChdDSUhNMG9nS0VJQ0FnSUNYMFlpRDlnRRAB,"以前新竹小孩晚上突然生病,都要知道今天晚上急診是在台大,馬偕or哪家醫院,但馬偕兒童醫院開了就不需要有這困擾了,因為24hrs都可以帶小孩到馬偕看病.  馬偕內部牆壁上畫了很多可愛的圖案,且環境都很新很乾淨,但缺點就是兒科醫生看似很多,但真的要掛時就知並非如此了,另外馬偕一般掛號看診收費似乎也比國泰高,似乎很喜歡開自費的藥物.  如果半夜小孩突然需要就診,建議直接到馬偕,這方面的卻是很省事.但新竹生育率實在是太強了,所以小孩很多,看診等待時間也相對長很多,有些醫生更是當天掛號都排不到的.",1 個月前,2024-11-26 15:55:00,4.0,王彥能,則評論,https://www.google.com/maps/contrib/110025513950956645421/reviews?hl=zh-TW
16,ChZDSUhNMG9nS0VJQ0FnSUNYX3VPdE5nEAE,很新的醫院，但工作人員有點少，護理人員及醫生都很專業很客氣,1 個月前,2024-11-26 15:55:00,5.0,Eric Huang,則評論,https://www.google.com/maps/contrib/112039284478881474999/reviews?hl=zh-TW
17,ChZDSUhNMG9nS0VJQ0FnSUNYaU12bU9BEAE,,1 個月前,2024-11-26 15:55:00,1.0,葉瑄,0,https://www.google.com/maps/contrib/115925563924620062872/reviews?hl=zh-TW
18,ChZDSUhNMG9nS0VJQ0FnSUNYZ0pxMVdREAE,急診醫生很雷 1.現場無病人仍然要等一個多小時才看到醫生慢悠悠的晃下來，急診當門診看？ 2.醫生無同理心，如果自己對醫院工作很厭煩，麻煩自我思考一下人生規劃，不要轉移給病人,1 個月前,2024-11-26 15:55:00,1.0,JJJ,9,https://www.google.com/maps/contrib/113235760390014751596/reviews?hl=zh-TW
19,ChZDSUhNMG9nS0VJQ0FnSURueTdIMmRBEAE,第一胎就選擇在這邊生產，從產檢到生產到孩子滿月，通通可以感受到醫護人員和醫院的用心和貼心服務。  尤其是滿月前收到醫院的掛號信，打開原來是小孩剛出生醫院幫忙照的大頭照片，做成明信片的樣子，好貼心，電子檔也mail給我們。超讚? …,1 個月前,2024-11-26 15:55:00,5.0,吳庭萱,14,https://www.google.com/maps/contrib/101079218574863532180/reviews?hl=zh-TW
20,ChdDSUhNMG9nS0VJQ0FnSURueTZpNy1BRRAB,感恩～ 新竹馬階兒童醫院的-陳子健主任， 以及馬階的醫療團隊。  好幾個小時的手術， 手術到晚上22：00多，手術很順利，很辛苦他們。  也感恩住院期間，護理人員的悉心照顧，這裡的護理人員都很親切。  感恩新竹馬階兒童醫院優秀的醫師跟醫療人員跟護理人員，守護大家的健康，也祝大家平安。,1 個月前,2024-11-26 15:55:05,5.0,11,1,https://www.google.com/maps/contrib/105653584044042414761/reviews?hl=zh-TW
21,ChdDSUhNMG9nS0VJQ0FnSURuemFlYzRnRRAB,都沒有什麼車位可以停車,1 個月前,2024-11-26 15:55:05,1.0,彭明珠,則評論,https://www.google.com/maps/contrib/117137638277313401512/reviews?hl=zh-TW
22,ChZDSUhNMG9nS0VJQ0FnSURuM3JEbURnEAE,地下停車場的車位不算多，較晚到可能不太好找車位，停車場的出口閘門較窄，大型休旅車要多留意。停車繳費後有半小時的緩衝時間，帶小孩出門的確是很需要的。  院內的飲食選擇極少，一樓的路易莎咖啡還不錯。,1 個月前,2024-11-26 15:55:05,4.0,翁郁婷,則評論,https://www.google.com/maps/contrib/109886937091222911833/reviews?hl=zh-TW
23,ChZDSUhNMG9nS0VJQ0FnSURuNG9hbUJREAE,1.首先感謝一般兒科的陳柏瑞&周育琪醫生，在孩子住院期間很有耐心的看診、巡房&提供專業意見！（孩子看到醫護人員會恐懼大哭，兩位醫生依然很有耐心，周醫生也會溫柔的安撫孩子）  2.萬分感謝8B護理師們辛勞&用心，因孩子活潑易拉扯到點滴線導致針跑掉，在換針過程非常有耐心安撫大哭不已的1Y9M孩子，換針速度也快，更感謝用心的護理師們勤勞巡房查看孩子點滴的狀態? 在事務繁忙和充滿孩子崩潰大哭環境下，8B護理師們能面帶笑容安撫孩子跟耐心解決問題，真的讓人感動??  3. 住院最驚訝是孩子需要檢查時，會有護理人員提醒與帶領到檢查之處，這部分超級貼心?  特別從外縣市帶孩子到馬偕兒童醫院求診，非常感謝幫助孩子的每一位你/妳們，也謝謝你們在壓力大之下依然選擇微笑面對家屬??,1 個月前,2024-11-26 15:55:05,5.0,Kimmy,3,https://www.google.com/maps/contrib/113635521823023175782/reviews?hl=zh-TW
24,ChZDSUhNMG9nS0VJQ0FnSURudElydEhnEAE,兒子因黴漿菌誘發氣喘，從急診醫師及護理人員到中間等待病房的觀察室護理人員都非常友善，胡馨予醫師診斷準確！因吸藥3次後還是很喘，建議我們住院治療，真的很謝謝她把我兒子留下來不然回家真的不敢想像?  也謝謝6A病房的所有護理人員都對小朋友很友善，雖然兒子身體不舒服但看到護理師阿姨們來巡房都很開心?  超級感謝主治林千裕、雷偉德醫師，醫師們對小朋友很友善，我兒子很愛聊天講有的沒的醫師們還是很有耐心?且判斷精準，對症下藥！我兒子才能3天就順利康復回家休息??,1 個月前,2024-11-26 15:55:05,5.0,Sulli Huang,則評論,https://www.google.com/maps/contrib/102632058340708225803/reviews?hl=zh-TW
25,ChZDSUhNMG9nS0VJQ0FnSUNuOTVtRkZBEAE,態度怎麼會那麼不好呢？同是馬偕紀念醫院怎麼會差那麼多？,1 個月前,2024-11-26 15:55:05,1.0,Joy Nguyen,3,https://www.google.com/maps/contrib/114204099844209209339/reviews?hl=zh-TW
26,ChZDSUhNMG9nS0VJQ0FnSUROOVlqU2VnEAE,這次住院讓我感受很大一定要給他們五星表揚 五樓每位護士都很細心貼心～時時刻刻都在關心我們就怕我們受一點傷 我以為這次我會住很多天 沒想到在護士的照顧下我恢復的很好很快 也要謝謝我的主治醫生翁醫生的手術技術超讚的～讓我沒什麼痛到就要出院了 哈哈? 謝謝新竹馬偕兒童醫院所有照看我幫過我的大家 謝謝～感恩謝謝 今年9/24我又再次住院一樣是在5樓 護理人員有些都是新臉孔～對待我們還是關心貼心的照顧～我好喜歡馬偕兒童醫院的五樓護理人員 每個都給100個讚? 連我的翁順隆醫生都是細心聆聽的一位好醫生讚讚?,1 個月前,2024-11-26 15:55:05,5.0,惠美（美仔）,則評論,https://www.google.com/maps/contrib/100469933581710203865/reviews?hl=zh-TW
27,ChZDSUhNMG9nS0VJQ0FnSUNuOWNDbGRnEAE,門鎖住是要走三小,1 個月前,2024-11-26 15:55:05,1.0,權仁寬,1,https://www.google.com/maps/contrib/110700201941975628448/reviews?hl=zh-TW
28,ChdDSUhNMG9nS0VJQ0FnSUNIdXNIM2tnRRAB,小孩日前頻繁跑急診 特別謝謝急診護理師 白班：翟羽薇 小夜：蕭佑庭 非常耐心及貼心安撫小孩不安的情緒。,1 個月前,2024-11-26 15:55:05,5.0,Ting wei Lin,0,https://www.google.com/maps/contrib/104050324825903000762/reviews?hl=zh-TW
29,ChdDSUhNMG9nS0VJQ0FnSUNuenA3MWpnRRAB,有個建議：應該要提供加錢可以優先叫號的選項，今天應要求帶小孩回診，早早報到結果等了一個小時前面還越排越多人，最後不得已只好放棄，不能選號碼真的很不方便！加錢沒問題，有些人時間很貴等不起！  醫護人員專業且有耐心?,2 個月前,2024-11-26 15:55:05,5.0,HM Chen,則評論,https://www.google.com/maps/contrib/115572603028369996091/reviews?hl=zh-TW
30,ChdDSUhNMG9nS0VJQ0FnSUNuNHJhTmxBRRAB,兒童醫院急診沒有外科！！小朋友割傷、燙傷任何外傷都要轉到光復路馬偕,2 個月前,2024-11-26 15:55:09,2.0,YUHUNG WEN,2,https://www.google.com/maps/contrib/100722971243185271675/reviews?hl=zh-TW
31,ChdDSUhNMG9nS0VJQ0FnSURINi1EdjJnRRAB,如果號碼已經過去，那些人應該得到一個新號碼。剩下的人已經等了很久了，還得等過往遲到的號碼。準時。我們都謝謝你！,2 個月前,2024-11-26 15:55:09,3.0,May Lin,則評論,https://www.google.com/maps/contrib/113483718714819888585/reviews?hl=zh-TW
32,ChZDSUhNMG9nS0VJQ0FnSURIeTgtZmVBEAE,貴院員工太惡劣，明明就沒有在忙，明明就有時間可以下樓拿餐點，麻煩一下，也面對現實，機車停車位都沒有空出，全部都是２４小時佔用最多，連１～２個友善外送停車位都沒有，想說臨時停紅線上幫妳們送，等個電梯要等好久才有到樓上，只好走樓梯，不就好險有走樓梯上下樓，出去就看到警察在開白單，才賺你２４元的外送費，要冒被開１２００的風險，列入外送黑名單，永久拒送,2 個月前,2024-11-26 15:55:09,2.0,PC PC,5,https://www.google.com/maps/contrib/111117964727494144051/reviews?hl=zh-TW
33,ChZDSUhNMG9nS0VJQ0FnSURIX2ZqVGRREAE,新竹有這樣的兒童醫院非常好 只是急診室的醫師經驗值或許要再加強 多次送診發現醫師判斷發病原因常常出錯 在這裡常常會聽到醫生說 我覺得、我感覺是.... 然後開了一大堆藥................ 最後都是浪費醫療資源 腺病毒  A型流感  都在其他診所的老醫生經驗下才對症下藥 希望年輕醫生能再精進一點 謝謝你們,2 個月前,2024-11-26 15:55:09,2.0,新竹金城武,則評論,https://www.google.com/maps/contrib/105390278734884581038/reviews?hl=zh-TW
34,ChZDSUhNMG9nS0VJQ0FnSURIaGZXQk1BEAE,醫師護理師都不錯，但櫃台跟藥局效率奇差無比，大中午了一堆人還單線作業，領健兒門診的針劑要等半小時，這不是第一線人員的錯，是醫院管理層要檢討了吧，很扯,2 個月前,2024-11-26 15:55:09,1.0,L AD,1,https://www.google.com/maps/contrib/101204205385918585989/reviews?hl=zh-TW
35,ChZDSUhNMG9nS0VJQ0FnSURIN3E3Nk5BEAE,設備在新穎服務也不過如此 主打婦幼 卻感受不到專業何在 服務人員態度不佳 詢問掛號、看診及注射等問題諸多不耐煩 讓人感覺萬分不悅 新竹地區最差之醫院第一名,2 個月前,2024-11-26 15:55:09,1.0,月小凌,93,https://www.google.com/maps/contrib/118153069511255051313/reviews?hl=zh-TW
36,ChdDSUhNMG9nS0VJQ0FnSURINnQzaDNnRRAB,婦產科護士們很細心 住院體驗不錯,2 個月前,2024-11-26 15:55:09,5.0,Evein Zhuang,則評論,https://www.google.com/maps/contrib/114695580122421146680/reviews?hl=zh-TW
37,ChZDSUhNMG9nS0VJQ0FnSURIb3RUMGN3EAE,在婦產科的體驗方面，覺得門診還不錯，醫師會跟病人討論治療方向，所以後續出現問題需要急診時，也是選擇到馬階。 結果，在馬階急診看婦產科的經驗實在太糟糕了，首先，不知道是不是人力不足或臨時有狀況太忙，每次都需要等2個小時左右，這還是在沒有其他人候診的情況下；此外，以一共3次的急診就診經驗來說，其中的2次都非常恐怖，我覺得醫師沒有把我當成人類對待，尤其是對比了其他醫師的治療方式，更能感受到明顯差距。 不曉得為什麼要使用這麼粗暴又會讓病人受傷的治療方式，而且還要在過程中嘲笑病人？總之，在經歷了痛苦的過程後，我還必須另外找其他醫療機構 ，才能處理我的疾病。 未來如果還有婦產科相關急症，我想我會直接前往離家距離較遠的醫療機構，實在不敢再到馬階了。,2 個月前,2024-11-26 15:55:09,1.0,Iris,2,https://www.google.com/maps/contrib/114115072293613583583/reviews?hl=zh-TW
38,ChZDSUhNMG9nS0VJQ0FnSURIak52WkFnEAE,,2 個月前,2024-11-26 15:55:09,1.0,徐家祥,1,https://www.google.com/maps/contrib/105327319673710987313/reviews?hl=zh-TW
39,ChRDSUhNMG9nS0VJQ0FnSURINktraBAB,未來的外國父母（以及任何想要為新生兒選擇英文名字的人）要小心。 該醫院僅在您提供孩子的英文姓名證明後才簽發英文出生證明。如果父母中至少有一位是台灣人（有戶籍），而孩子在台灣出生，那麼您可以獲得的唯一「第一」證明是：英文戶口登記文件或台灣護照。 MOI（頒發戶口登記文件）和MOFA（頒發護照）將只使用經批准的孩子中文姓名的音譯（基本上是拼音）。對於英文名，您將無法選擇非中文風格的名字。您將無法選擇姓氏。您將被音譯程序根據孩子的中文名字吐出的名字所困擾。 如果您： 1. 想為新生兒選擇英文名，並且 2. 新生兒父母之一或雙方都是台灣人，那麼您必須先詢問醫院簽發英文出生證明的政策。許多醫院會在證明上寫上您想要的任何名字。有些醫院，如麥凱兒童醫院，不會。,2 個月前,2024-11-26 15:55:09,1.0,Star T,0,https://www.google.com/maps/contrib/103515904437797822026/reviews?hl=zh-TW
40,ChZDSUhNMG9nS0VJQ0FnSURId0wtbFVBEAE,急診不收兒童外科，還是要跑一趟馬偕，但會協助進行初步處理蠻貼心的,2 個月前,2024-11-26 15:55:13,5.0,王潔儀,則評論,https://www.google.com/maps/contrib/103218344222235951401/reviews?hl=zh-TW
41,ChdDSUhNMG9nS0VJQ0FnSURIZ1BlRzlBRRAB,帶寶寶來看診櫃檯量體溫的護士？詢問狀況 已經跟他說明原因了，一直問其他無關的問題，你們看的是內科不是外科一直問外科的問題是怎樣，浪費家長時間,2 個月前,2024-11-26 15:55:13,2.0,吳詩方,2,https://www.google.com/maps/contrib/117610788579405610011/reviews?hl=zh-TW
42,ChdDSUhNMG9nS0VJQ0FnSUNIM3QteDFRRRAB,叫外送自行下樓取餐可以嗎？裡面沒有導航無法定位，你的位置謝謝,2 個月前,2024-11-26 15:55:13,1.0,評論者,則評論,https://www.google.com/maps/contrib/110544481842476133564/reviews?hl=zh-TW
43,ChZDSUhNMG9nS0VJQ0FnSUNIMG9XamRREAE,看診5分鐘 等看診120分鐘 我不知道該說什麼 心好累,2 個月前,2024-11-26 15:55:13,1.0,高尉翔,0,https://www.google.com/maps/contrib/104330187518111903337/reviews?hl=zh-TW
44,ChdDSUhNMG9nS0VJQ0FnSUNIckpHWV93RRAB,,2 個月前,2024-11-26 15:55:13,5.0,鹿大芙,則評論,https://www.google.com/maps/contrib/103432140448238763740/reviews?hl=zh-TW
45,ChZDSUhNMG9nS0VJQ0FnSUNIelBmdFJnEAE,這醫院真的有夠爛的 都已經是兒童醫院了 藥粉還要家長自己分裝 藥丸還要泡藥水 居然沒辦法幫忙磨 真的是兒童醫院嗎？,2 個月前,2024-11-26 15:55:13,1.0,M andy,0,https://www.google.com/maps/contrib/107887967277950782100/reviews?hl=zh-TW
46,ChdDSUhNMG9nS0VJQ0FnSUQ3aTlyemdBRRAB,非常乾淨的醫院..在我互動的每個科室中醫生護士和工作人員都非常友善且非常耐心，會很好地對待您並富有同情心..根據我的經驗，服務非常快，沒有浪費時間..,2 個月前,2024-11-26 15:55:13,5.0,Ray Ma,0,https://www.google.com/maps/contrib/105340215961267468396/reviews?hl=zh-TW
47,ChdDSUhNMG9nS0VJQ0FnSUQ3azh5X213RRAB,"兒童急診科主治女醫師：黃怡雅 Dr.Huang,Yi-Ya 如果沒有同理心 真的不適合當兒童醫院的醫師 何況是「急診」「兒童醫院」？ 你交接一個病人的病例 都可以交接那麼無所謂 藥膏漏開？ 退燒藥也漏開？ 妳確定是在值班？還是拖延小孩繼續發燒時間 小孩半夜發燒，選擇去「兒童醫院急診」 從湖口特地開車去（兒童醫院急診就診） 等檢體報告時，就莫名被更換看診醫師 等到我進診間，跟你重複照護須知 你態度很高傲姿態說 剛剛前面那位醫師已經重複兩次了是吧 妳說妳都有聽到他跟我說什麼 你也沒有想要重複提醒我注意事項 那請問開什麼藥  妳就選擇沒聽到？ 3:39到醫院急診 一開始等看診的時間 都沒有妳拖延時間來得長 4點多拖到5點多 就因為妳漏開藥？ 拿到藥單發現漏開藥膏 我重新找護士 等了你幾十分鐘 批價完領藥，才又發現漏開退燒藥 我推著嬰兒車，急診藥局兩邊跑了兩次 回到急診診間外，護士還謊稱妳離開急診室了，是怕我進去急診診間質疑妳漏開藥是什麼意思的嗎？又等了一陣子 我如果沒敲門，是不是等到8點你才要處理？  孩子發燒3:39到醫院 拖到5:43才批價 中間有一個小時在因為妳的錯誤問題 而無故在醫院等待 孩子就這樣在急診室兜兜轉轉 回到湖口已經6點多，吃到退燒藥已經6:45 你的一直漏開藥 你對病患的態度 是讓你當兒童醫師，感到非常驕傲的事情嗎？",2 個月前,2024-11-26 15:55:13,1.0,ambrose Liu (小君),則評論,https://www.google.com/maps/contrib/109653859441834178662/reviews?hl=zh-TW
48,ChZDSUhNMG9nS0VJQ0FnSUQ3NVltWFVnEAE,醫師開的藥量都是半顆，藥師給的卻是完整藥丸和膠囊，每餐都需要打開膠囊和拿刀子切比粉圓還小的藥丸自行分藥。,2 個月前,2024-11-26 15:55:13,1.0,戴世明,0,https://www.google.com/maps/contrib/118439552258899929791/reviews?hl=zh-TW
49,ChdDSUhNMG9nS0VJQ0FnSUM5MmVuQTRRRRAB,環境很好，設備新，醫生專業，護理師溫柔親切說明清楚,2 個月前,2024-11-26 15:55:13,5.0,Jyun Lu,則評論,https://www.google.com/maps/contrib/111223041449289970406/reviews?hl=zh-TW
50,ChdDSUhNMG9nS0VJQ0FnSUQ3cE1tV25nRRAB,婦產科5樓病房中班某位護士上班不帶名牌 對病人態度不好。原來不帶名牌，就是準備欺負病人  算是見識了。真是害群之馬。,3 個月前,2024-11-26 15:55:17,1.0,楊景添,1,https://www.google.com/maps/contrib/106767272786031997599/reviews?hl=zh-TW
