,評論編號,評論,評論相對時間,查詢時間,評分,使用者名稱,有幾則評論,評論者網址
10,ChZDSUhNMG9nS0VJQ0FnSUM3cHZEWlVBEAE,兒童醫院線上掛號說明：6-10 號為初診保留號。  實際初診掛號一百多號，  去詢問櫃檯就推給診間說可能初診已客滿，  但是診間初診保留號螢幕顯示就沒有滿，  再問診間就推給櫃檯，診間不清楚，  問了問題又得不到解答，  只覺得被踢來踢去，  兒童候診區又擠真的很不友善。,3 個月前,2024-11-26 16:03:29,1.0,林鉅玹,0,https://www.google.com/maps/contrib/110685746000384391618/reviews?hl=zh-TW
11,ChZDSUhNMG9nS0VJQ0FnSUNidkttWE9BEAE,孩子很小月齡就住院診治，B712的護理師們都很溫柔的照料寶寶，和寶寶互動，也會適時給予爸媽協助，（尤其夜班一個戴眼鏡的護士很專業有問必答有耐心有效率），真心感謝辛苦醫護人員們期間的照顧～,3 個月前,2024-11-26 16:03:29,5.0,Ta Ri,1,https://www.google.com/maps/contrib/116631275871657823022/reviews?hl=zh-TW
12,ChZDSUhNMG9nS0VJQ0FnSUNiM29DbmFnEAE,醫療品質極高的一家醫學中心，環境氛圍使人舒適、整潔衛生，從兒童時期到青少年時期，至今成年早期，過程都持續有在此處就醫～  成長過程中有遇到一點心理 及 不少生理上的困擾，從急診到門診，甚至住院我皆體驗過，在這邊我所遇到的每一位醫師都非常專業有耐心，問診細膩入微、診斷精準有效率，展現出的態度非常專業可以信任！  門診，尤其住院、急診護理師的服務周到的不像話，貴族般的待遇讓我受寵若驚，從沒想過原來醫療品質可以高到這個地步～  此處正是一個缺點也找不出來的地方，醫療人員的服務態度，顯然充滿對職業的熱情????,3 個月前,2024-11-26 16:03:29,5.0,"SY,Chang",0,https://www.google.com/maps/contrib/117305857823835870091/reviews?hl=zh-TW
13,ChdDSUhNMG9nS0VJQ0FnSUNicUtYdnZRRRAB,很喜歡小兒科的彭慧倫醫師，女兒四個月的時候反覆發燒，之後身體出疹子，在南投和台中其他醫院的醫生都診斷為一生只會得一次的玫瑰疹，只有彭醫師仔細問診後，她說聽我描述病程不太像玫瑰疹，應是某種病毒疹。  果然女兒暑假又突然發燒，而這次真的是玫瑰疹！  彭醫師很有耐心，溫柔的對待小朋友，同時提供家長較正確的照護方法，在讓家長做決定前也會給予專業的意見讓手足無措的父母參考。是位能讓人信賴的醫師，希望這樣的好醫師能繼續照顧我們的孩子。,4 個月前,2024-11-26 16:03:29,5.0,yihsuan chan,則評論,https://www.google.com/maps/contrib/104477974414827056280/reviews?hl=zh-TW
14,ChdDSUhNMG9nS0VJQ0FnSUNycGFEVWtRRRAB,寶寶剛滿月，在新亞東生產轉來這邊小兒科外科剪舌繫帶，看診的是李建興醫師，一進診間在疫情高峰下，沒戴口罩就算了！剪舌繫帶只用乾洗手擦擦手，就伸進去寶寶的嘴裡扳，真的有夠髒有夠不衛生的，小孩的免疫力很低，突然進入嘴巴我差點以為來到什麼不合法的私人醫院，真的是讓我大開眼界，一整天自己都在自責為什麼當下沒有制止醫生，好擔心寶寶因此受到病毒感染….  結果過了幾天我的寶寶得了呼吸道融合病毒，去剪個舌繫帶被染到病毒，真的是有夠無言，大醫院居然沒有做好最基本的防護，真的是很令人生氣，再也不會去這間醫院看診,4 個月前,2024-11-26 16:03:29,1.0,劉小花,28,https://www.google.com/maps/contrib/116265275270635789591/reviews?hl=zh-TW
15,ChZDSUhNMG9nS0VJQ0FnSURyMk5HZkFnEAE,爛死了爛爆了,4 個月前,2024-11-26 16:03:29,1.0,林子庭,0,https://www.google.com/maps/contrib/107560478471283589427/reviews?hl=zh-TW
16,ChZDSUhNMG9nS0VJQ0FnSUNMME51SldBEAE,"很糟糕的就醫體驗！警世長文！  不得不說中部知名大醫院，還是會有「奇怪、可說亂下診斷」醫生存在！ 小兒因疫苗引起頸部淋巴腫脹情況，1週左右已康復，幸好沒聽你的住院投抗生素治療！  還虧網路上能找到您很多文章。 所幸沒聽您的在抽血前直接先辦住院！ 您是很缺讓病人住院業績嗎？您的不帶情緒語調，真的令人毛骨悚然！  請問掛您門診先安排抽血，等檢查報告出來，再下醫療診斷，這樣的程序不對嗎？ 為啥要把抽血放在住院程序後？ 我只回問說能不能先抽血，或做腦超音波檢查等，您就扯「我們」沒這樣！拖整個醫院信譽下水。 抓家長慌張投醫心態，您居然冷血地要將6歲小童，直接進行抗生素投藥療程！  天曉得，一個還能在貴醫院對面公園開心玩耍的兒童，若進行您的抗生素住院療程會發生什麼事！只因為您判斷說可能有發炎、感染，又靠近腦，可能深處有膿摸不出來，有風險！要小心！ 這些話除了嚇死家長，達到要住院目的，請問您的醫者仁心在哪？  結論，是打疫苗的副作用引起脖子單側腫脹，再隔天就消退很多！  再尋另一位「好」醫師。 他的態度讓我覺得「這沒什麼，不用緊張」能夠安撫家屬緊張不安！  次日一早讓地方醫院檢查，做了貴醫院沒有做的：聽診、抽血、開藥，及最重要給家長支持。 1. 聽診，確定呼吸道沒有喘的問題。 2. 抽血，正常，確定沒有感染指數上升，及橫紋肌溶解問題。 3. 沒有再做X光脖子檢查。因為貴醫院沒把我已付費的X光片上傳，本想自費再做一次，就被醫師勸阻，自費很貴且射線暴露不好！ 4. 沒有做腦波、MRI, 因為同樣說很貴、有暴露問題！ 5. 診斷就是淋巴，跟您寫的一樣。 6. 拿了一般退燒止痛藥水，跟一顆酵素，連要預約回診看X光片都不用，若貴醫院有上傳的話。  真不得不說對照組的「好」醫生，是能跟家屬說明清楚，能給家屬溫暖及安定力量的。  事後小童都能清楚分辨，台中中國醫的醫生不好?，就只是想要你住院賺錢，我們的醫生比較好！  真是一場惡夢的就醫體驗，離開時竟有股如釋重負的解脫！  奉勸家長要注意?? 會強化您的慌張及恐懼心理的醫生，絕對不要。再聽1-2位醫生怎麼看，真的很重要！  最後，我再把這個會讓家屬恐慌的醫生，所開立的抗生素名稱丟上chtgpt，想說當天若聽話住院會怎麼樣，結果真的會嚇死家長。總結：任何一個健康、沒發燒、還能自在玩耍的兒童都不應該接受抗生素療程。 個人感覺是，我倒楣遇到爛醫生，chtgpt也不支持這位爛醫生的作法。",5 個月前,2024-11-26 16:03:29,1.0,yigevol Xuain,則評論,https://www.google.com/maps/contrib/113356296043103967269/reviews?hl=zh-TW
17,ChdDSUhNMG9nS0VJQ0FnSUR6aG9pTHFRRRAB,感謝楊樹文主任及所有八樓護理師尤其張婕護理師的細心照顧 提供既專業又有溫度的醫療服務,5 個月前,2024-11-26 16:03:29,5.0,BoSheng Hsu (Bo),則評論,https://www.google.com/maps/contrib/101017596502111471584/reviews?hl=zh-TW
18,ChZDSUhNMG9nS0VJQ0FnSUNUbDc3aUlBEAE,星星是給八樓病房的護理長及所有護理人員，真的很喜歡他們每一位對護理工作的熱忱及對小朋友的耐心，是一個會散播歡樂的樓層。 沒有滿星是因為被其他給扣掉，包含病房設置、七樓病房職業倦怠、醫師專業及客訴處理 四月底就住院過一次，五月初相信醫生的專業而配合出院，但才出院三天，回診當天小孩症狀變嚴重且發燒，再次住院，再遇到病房空間設置很不便及護理人員倦怠及敷衍，直接寫信至院長信箱，後續有一位先生表示處理客訴，但他不是醫護人員，無法解說醫護相關的專業更無法處理空間不便的問題，講話也很官方，最後當然是沒有什麼結果 中間小孩還住進加護病房，一開始那位先生說有特別跟病房護理長及醫生打招呼請特別關照，這點我是感謝的，直到幾天後在當天告知要轉一般病房，當天告知當天一定要轉，三個不同的人共打了三通電話，對話內容幾乎一樣，就是要我當天過來辦理轉房，其中護理長還拿平常對話中得知的消息來逼轉房，後來因為我真的沒辦法當天過去辦理，約了隔日十點半再去辦理，結果到了當天，醫生還打電話來問我會不會去？我真的很懷疑你們醫院交接事情的準確度跟真實度 小孩到了一般病房，不免俗的那位先生也來了，跟他說不用再來病房了，他還自己表示自己平常也是很忙，電話也不用再打了嗎？我不想再聽到任何官方不誠心的談話內容當然是不想再收到你們任何不真心的訊息，所以也直接回他不用了 反正，最後總共折騰了半個月，小孩住院住了半個月，終於出院，也不是完全康復出院，反正...這一切完全結束之後我是不會再帶任何一個小朋友給這位醫師看診，中國醫兒童醫療讓人無法再信任。,6 個月前,2024-11-26 16:03:29,2.0,廖云婕,則評論,https://www.google.com/maps/contrib/107948794821948439542/reviews?hl=zh-TW
19,ChdDSUhNMG9nS0VJQ0FnSUNULTZIS3BRRRAB,"孩子不舒服住院，要住的房型客滿，只好先住在7樓健保房，後來有病房移到8樓。  8樓的護士，很棒，非常有耐心，又溫柔，講話也很客氣。  ??來這裡住院的小朋友，要注意不要住7樓 7樓護士很兇，還會恐嚇小孩，小孩不舒服在哭護士一進來就恐嚇小孩說在哭就去外面，孩子跟護士說全身都不舒服，護士還罵孩子 7樓護士在問家長事情，小朋友要尿尿，護士直接跟小朋友說不能忍嗎？ 7樓護士晚上7點把病電燈關掉，就一個小朋友要睡覺就要關燈，病房住了其他人都不是人嗎？ 7樓護理長更誇張，跟我說小朋友下次在哭先給她帶出病房才不會影響到其他人，怎不問問小朋友什麼原因在哭啊？重點是其他小孩哭你怎麼不這樣跟她們說？  而且我也說了，不是我不帶出去，是小孩一年內住院住了不少，孩子心裡認為出去外面就是要打針，完全不敢出去，多一點耐心安撫很難嗎？  住7樓時有跟護士反應孩子打針那隻手會痛，護士就在會痛邊隻手多黏透氣膠帶， 時間到要換針，看到孩子的手瘀青才發現原來是打針被打到瘀青的地方，黏了透氣膠帶上去,護士來一直壓到難怪會痛，孩子怕被護士罵，都不敢說，看了好心疼，如果今天換作是你們的孩子被這樣對待你們會有什麼感受？  小孩被7樓護士嚇到好幾天半夜都做惡夢 ，一個幼兒園小孩 不舒服難免會哭吧，真的沒必要態度那麼差勁????",6 個月前,2024-11-26 16:03:29,1.0,李浣熊,10,https://www.google.com/maps/contrib/110337740017879936772/reviews?hl=zh-TW
20,ChZDSUhNMG9nS0VJQ0FnSURqOWZLWEtnEAE,服從護理長，尊重護理師。?  I love 8B!??????? …,6 個月前,2024-11-26 16:03:34,5.0,鄭畚斗,0,https://www.google.com/maps/contrib/107011756558579538347/reviews?hl=zh-TW
21,ChZDSUhNMG9nS0VJQ0FnSURqZ2IyMEVBEAE,加護病房訪客時間只有一個時段，很不便利，起碼也要有兩個時段,6 個月前,2024-11-26 16:03:34,2.0,C- J,則評論,https://www.google.com/maps/contrib/100039715371450616204/reviews?hl=zh-TW
22,ChZDSUhNMG9nS0VJQ0FnSUNqLTd6Ykp3EAE,八樓病房大部份護理師人都很好，只有一個態度很差很兇，對小朋友完全沒耐心，，，，爛到不得不留下第一次評論,6 個月前,2024-11-26 16:03:34,3.0,Lam Doris,0,https://www.google.com/maps/contrib/108709518222605366538/reviews?hl=zh-TW
23,ChZDSUhNMG9nS0VJQ0FnSUREeGZfc2ZnEAE,我的天！住了兩週，很全面，很專業，超棒的！,7 個月前,2024-11-26 16:03:34,5.0,雷克斯,則評論,https://www.google.com/maps/contrib/109666441257166982619/reviews?hl=zh-TW
24,ChdDSUhNMG9nS0VJQ0FnSURwN19LZ3lRRRAB,去的當天哺乳室的水龍頭居然沒有水 為何？,7 個月前,2024-11-26 16:03:34,3.0,YJ L,5,https://www.google.com/maps/contrib/117326317792545132629/reviews?hl=zh-TW
25,ChdDSUhNMG9nS0VJQ0FnSUREeHR6djZ3RRAB,前幾天 幼兒發燒送去急診 被通知要住院 當時是半夜1點去的 住院只能隔天八點才能轉去兒童醫院 早上八點問 急診護士 又告知中午才能入住 一直拖延時間 （孩子就在生病了 在急診又冷又吵 怎麼好好休息）  入住後 直到住到 出院當下  才能看到主治醫生  （這意味著住院都是 抗生素 葡萄糖 就會自己痊癒的）  住著一晚8000-9000 的病房 卻是這樣的感覺  建議各位考慮清楚再住院,7 個月前,2024-11-26 16:03:34,1.0,房敬偉,9,https://www.google.com/maps/contrib/116828906948106696023/reviews?hl=zh-TW
26,ChZDSUhNMG9nS0VJQ0FnSUNEcjd5X1RnEAE,兒童醫院大廳有異味，有夠臭 然後冷氣是不是都用送風啊？ 有夠熱，護理師批價人員藥師都在抱怨邊做邊流汗 為了政府調整電價而省冷氣費也不是這樣的吧,7 個月前,2024-11-26 16:03:34,1.0,Peter Wang,則評論,https://www.google.com/maps/contrib/117307360633572303225/reviews?hl=zh-TW
27,ChZDSUhNMG9nS0VJQ0FnSUNEMV9QQklBEAE,中國醫藥超音波檢查室，人潮超多? …,7 個月前,2024-11-26 16:03:34,5.0,李新泰,則評論,https://www.google.com/maps/contrib/108918877316330357024/reviews?hl=zh-TW
28,ChdDSUhNMG9nS0VJQ0FnSUNEb2F2dzV3RRAB,遇到的醫師和護理師都很專業，多利用app掛號以免耽誤寶貴時間；周遭超難停車，多利用付費停車場。,7 個月前,2024-11-26 16:03:34,4.0,余建毅,則評論,https://www.google.com/maps/contrib/106173228391785270017/reviews?hl=zh-TW
29,ChZDSUhNMG9nS0VJQ0FnSUNEZ0tUUlFnEAE,國內少數有設立兒童醫院的醫療院所，所以都帶寶寶來這邊打疫苗，大部分的護理師都滿親切的，第一次來施打疫苗和口服輪狀遇到的護理師很親切，邊聊天邊提供許多衛教知識，第二次則是施打卡介苗，護理師會拿衛教影片給家長（卡介苗注意事項比較多），詢問問題護理師比較冷淡，可能施打的寶寶很多，又有時間性～打疫苗前都要帶寶寶到一樓測量身高體重，已經會站立走路的小朋友，一二樓都有設立測量計，可以直接去測量哦,8 個月前,2024-11-26 16:03:34,5.0,Sing Shih,則評論,https://www.google.com/maps/contrib/116737137872323764284/reviews?hl=zh-TW
30,ChZDSUhNMG9nS0VJQ0FnSUQ5MjV5SUtREAE,,8 個月前,2024-11-26 16:03:38,1.0,Chi-Hao Hsu,0,https://www.google.com/maps/contrib/109224798827785321787/reviews?hl=zh-TW
31,ChZDSUhNMG9nS0VJQ0FnSUQ5dy1ya0NBEAE,,8 個月前,2024-11-26 16:03:38,4.0,crab katz,則評論,https://www.google.com/maps/contrib/108971184786425577723/reviews?hl=zh-TW
32,ChdDSUhNMG9nS0VJQ0FnSUM5MXVYMDZBRRAB,下午診，44號，等到晚上8點，真的不要折磨醫生跟家屬，門診數量真的要控制一下，不然取消跟重掛都進退兩難,8 個月前,2024-11-26 16:03:38,1.0,周志忠,則評論,https://www.google.com/maps/contrib/112744496195421469094/reviews?hl=zh-TW
33,ChZDSUhNMG9nS0VJQ0FnSUM5MnNxekJREAE,,8 個月前,2024-11-26 16:03:38,1.0,Thandeka Masera A0000600,0,https://www.google.com/maps/contrib/103473692786088084716/reviews?hl=zh-TW
34,ChdDSUhNMG9nS0VJQ0FnSUM5dE1pYnZBRRAB,,8 個月前,2024-11-26 16:03:38,5.0,陳淑雲,0,https://www.google.com/maps/contrib/115152645230329466594/reviews?hl=zh-TW
35,ChZDSUhNMG9nS0VJQ0FnSUM5Mk1iUkNBEAE,一樓櫃檯護理師有考過證照嗎 一直跟他說電梯不能到八樓，還說可以 可不可以篩選一下護理師啊 素質有夠差欸 要不要去檢查一下？,8 個月前,2024-11-26 16:03:38,1.0,皮卡丘,則評論,https://www.google.com/maps/contrib/108157493013989007052/reviews?hl=zh-TW
36,ChZDSUhNMG9nS0VJQ0FnSUNkalAtS05REAE,很利益為先的醫院，我們因為相信你們的專業，就是只要錢而已，都已經發燒到40.5還覺得沒什麼，護士還說發燒40度不就是流感症狀，小孩咳嗽的嚴重，都咳到吐，說開個類固醇就好，也不查看看是什麼原因咳嗽，要我們打克流感自費，不自費就不太理你，也不收住院觀察，後來自費克流感完退燒，我們不住院，聽錯以為我們要住院，我們沒有，當下護士把小孩點滴弄痛，跑去打電話，我跟醫生說，醫生說要到他位置看完診才能拔，其他護士冷眼看著孩子哭，也不幫忙處理，最後到醫生位置，醫生才把點滴弄停，為什麼一開始就不幫忙用，讓孩子一直哭,9 個月前,2024-11-26 16:03:38,1.0,Anne LIN,3,https://www.google.com/maps/contrib/112938867081113503369/reviews?hl=zh-TW
37,ChdDSUhNMG9nS0VJQ0FnSUR0OEpLNnZRRRAB,,9 個月前,2024-11-26 16:03:38,5.0,YONGSB楊樹文醫師,6,https://www.google.com/maps/contrib/102894798979114880587/reviews?hl=zh-TW
38,ChZDSUhNMG9nS0VJQ0FnSUN0LWN6WEl3EAE,,9 個月前,2024-11-26 16:03:38,5.0,ncc323323,則評論,https://www.google.com/maps/contrib/114260143848681068539/reviews?hl=zh-TW
39,ChdDSUhNMG9nS0VJQ0FnSUROeGFEemp3RRAB,住院有傷口詢問一直推託、說謊 小孩出生才沒幾天去照黃疸接回來全身傷 誇張,10 個月前,2024-11-26 16:03:38,1.0,Hana Tsai,則評論,https://www.google.com/maps/contrib/116652917417574252403/reviews?hl=zh-TW
40,ChdDSUhNMG9nS0VJQ0FnSUROd2NPVHRRRRAB,經過了23天的治療，孩子終於從兒童醫院的6B20畢業了！真的非常感謝這個優質的醫療團隊，孩子非常幸運，遇到所有努力認真善良的您們！感謝小兒肝膽腸胃科的廖舫敏醫師，美麗又溫柔的廖醫師充份體貼病患和家長的心；她的謹慎細心和專業，又如巨人般讓我們信賴和安心！孩子遇到的是千中萬中選一的疾病，在兒童中的病例並不多見，但在這兒得到了最好的治療和照顧！治療期長達23天，讓孩子有幸遇到太多他人生中的貴人！即使是六點多搭車實習，八點就必須來敲門量血壓聽心跳的實習護生哥哥姐姐們，都不吝於在辛苦的實習生活中，給予他最貼近年齡層的關心和溫柔，讓他在病痛中還能有笑容；6B所有美麗輪班的護理師天使團隊和他最敬畏的團長護理長，這些按鈴的日子，真的幸虧有您們，總是在需要時，像神風特攻隊一般地趕來排除各種疑難雜症，連洗頭阿姨都能貼心幫我們預約迅速，讓病中的孩子，還能維持舒適和衛生，媽媽真的非常感謝！另外要特別感謝假日支援查房的小兒科陳安琪主任，主任專業威重而不失親切，聽他與孩子的一席話，勝讀萬年書，非常感謝您對孩子的人生健康提點，我們絕對會奉為圭臬，不會讓所有醫療團隊的辛苦付諸流水，絕對會把身體健康當作人生最重要的一件事！在這段人生按下暫停鍵的日子，為了照顧孩子，天天以醫院為家，每天早上辛苦的打掃阿姨，感謝您們，為了病童和家屬，努力維持醫院病房的清潔；另外每週一次的樂樂醫師，雖然有一次因為孩子太不適而拒絕了，但看似無厘頭的表演，確實能轉移孩子病中的不適，畢竟孩子眼中的世界，和大人確實是不同的！感謝您們的“好運攏乎你”小卡片，他真的幸運地提早出院了！：）這期間總是非常溫柔出現的住院醫師們，還有一直根據狀況能跟主治醫師配合調整用藥的感染科醫師，雖然她們出現的機會不多，但每一個熱忱的他她們，都是非常重要的重點人物！另外還有兩位默默專業、默默認真的，就是幫孩子把引流膿瘍的引流管，“精準”放置在最佳位置，而病患家屬其實從頭至尾都沒有機會見過他們一面的放射科主任和其優秀的團隊，對於他們的默默和專業，我真是十二萬分的感激！因為每次做腹超追蹤時，廖醫師都跟我們分享“引流管放的位置非常精準”，這讓孩子病程能迅速改善許多，這份專業和付出，我們真是不知何以回報啊！另外兒童腹超室的溫柔專業人員，和不可缺少的安心傳送人員，甚至每天為我製作一杯特大熱拿咖啡，讓我能撐完孩子完整病程的小7店員，通通要致上最誠摯的感謝！昨晚我終於能再次久違地一覺到天亮，這些，少了其中的任何一個，都不可能：）~p.s兒童病房有管制和限制探病這一點，我非常肯定，這樣才能讓生病的孩子，好好專心安心養病！,10 個月前,2024-11-26 16:03:42,5.0,謝惠娟,則評論,https://www.google.com/maps/contrib/114436318413387183481/reviews?hl=zh-TW
41,ChZDSUhNMG9nS0VJQ0FnSUNOZ1o2Qk9REAE,他們把人醫死，大家千萬不要來這間只愛錢的醫院，全部的人都有問題,10 個月前,2024-11-26 16:03:42,1.0,黃凱璃,0,https://www.google.com/maps/contrib/103482731274523506840/reviews?hl=zh-TW
42,ChdDSUhNMG9nS0VJQ0FnSUMxNnRPb3R3RRAB,兒童急診室應設置投幣式搖搖車，小孩不舒服在鬧時，可以哄騙,10 個月前,2024-11-26 16:03:42,3.0,LEO LI,0,https://www.google.com/maps/contrib/107365395313952901473/reviews?hl=zh-TW
43,ChdDSUhNMG9nS0VJQ0FnSUMxaUpLa3R3RRAB,,11 個月前,2024-11-26 16:03:42,5.0,?耀晨?,0,https://www.google.com/maps/contrib/100833110103160200244/reviews?hl=zh-TW
44,ChdDSUhNMG9nS0VJQ0FnSURWNV9YSjBRRRAB,兒童感染科劉衍怡醫師很暖～ 帶寶寶過去看蕁麻疹 醫師看見我手臂有燙傷疤痕先是關心我 媽媽覺得很暖心 馬上被圈粉了呵呵,11 個月前,2024-11-26 16:03:42,5.0,Momo Chen,23,https://www.google.com/maps/contrib/100867519722738929331/reviews?hl=zh-TW
45,ChdDSUhNMG9nS0VJQ0FnSURWLTQ3Y3ZnRRAB,,11 個月前,2024-11-26 16:03:42,5.0,玉無心,0,https://www.google.com/maps/contrib/116563278183747936039/reviews?hl=zh-TW
46,ChZDSUhNMG9nS0VJQ0FnSUNsM1k2c0hREAE,非常感謝各個單位的醫生以及護理師。遇到的每位醫生、護理師都細心跟認真。 寶寶很辛苦在這將近2週，從急診》普通病房〉外科》加護病房》普通病房，都有感受到醫護人員的專業度跟用心。 特別感謝兒童外科主治醫師曾采藝醫師。 以及急診/病房/加護的值班醫師！ 還好有你們，讓我們寶寶健康快樂的出院！！  感謝之情真的說不完，打從心裡尊敬所有醫護人員！你們辛苦了！,1 年前,2024-11-26 16:03:42,5.0,J,1,https://www.google.com/maps/contrib/118154484894171340759/reviews?hl=zh-TW
47,ChZDSUhNMG9nS0VJQ0FnSUNsbWNfcUhnEAE,?急診醫師及護理師耐心專業給過滿分?  ??????可以急診不要住兒童醫院??????  小孩因血氧不穩住院，隔天中午(跟其他家人換班)詢問血氧值護理師卻說如果正常就沒有測，我說小孩是因為血氧低才住院的欸，卻回說所以咧你們要自己測嗎？態度惡劣。 下午去胸腔科檢查告知晚點主治醫生會來報告，等到晚上9點多都沒來，詢問之下才說醫生不會來要明天早上。 早上都快過完醫生才來，醫生表示還有一點發炎再住一天，但我們表示回家吃藥休息就好，醫生也表同意。（之前也發生過急診就回家，但狀況都很好，本想讓孩子再穩定點的卻更糟糕） 明明是兒童醫院為什麼同病房會有老人！？還說傳染風險什麼的，我們就帶一位長輩來探望小孩而已就反應很大，你們讓生病老人跟孩童住一起就沒問題！？ 小孩因為這3天打點滴加藥換藥調針筒痛苦很多次，護理師可能看多了也不會同情溫柔對待..長得漂亮也沒什麼用..,1 年前,2024-11-26 16:03:42,1.0,Una Chen,3,https://www.google.com/maps/contrib/116046436294428713031/reviews?hl=zh-TW
