,評論編號,評論,評論相對時間,查詢時間,評分,使用者名稱,有幾則評論,評論者網址
11,ChZDSUhNMG9nS0VJQ0FnSUN5NGJyMlhBEAE,我給一顆星，是因為沒零顆星，我是冷靜好幾個月才來留評，如實的留下家父就醫經驗。  這一顆星就給彰基那些認真負責的醫護人員吧！  但家父運氣真的不是那麼好......家父住院七十幾天，什麼樣的醫護人員都遇到了.......  家父去年（2020年）二月開始在彰基看血液腫瘤科，給最資深的醫生診療，本是第三期要做標靶跟放療。  但標靶藥物還未能申請下來，先做兩次傳統化療，第二次住院期間，化療的副作用讓他無法進食。  週日只有住院醫師，插鼻胃管三次皆未能成功，只好等隔天耳鼻喉科門診醫生來插，沒想到隔天到晚上都沒有醫生來。 家父化療完身體已經很虛弱，竟然還讓他餓了兩天。後來還是掛晚上門診，醫生才順利插鼻胃管成功。家父當下覺得生不如死。  二月二十日 第二次放療，沒想到放療儀器故障，原本只要五到十分的療程，因故障修復等一個多小時。  三月三日 家父做放療時，儀器又故障，從原訂十二點五十分延遲到十四點二十分才進去。事後跟護理師友人聊過，他質疑這樣放療的劑量會準嗎？  二月二十八日 家父做人工血管，於四月一日第二次施打標靶藥物，未打完就發高燒，當下醫生沒有發現是人工血管感染，家父以為是對標靶藥物不適應，影響後續治療。 這點也許雙方都有責任吧！如果當初醫生再細心點，也許結果都會不一樣。  整個療程結束後，家父的癌細胞並沒有控制住，就連最後在彰基住院住了七十幾天，當住到三十天時，主治醫師竟跟看護說家父可以出院了。 我們聽到都很訝異，才剛做完氣切手術一天，就被從加護病房趕到一般病房，身上管子一堆，需靠呼吸器，如何出院?  我們親自找醫生，要他為我們做出院準備服務，醫生態度才改變，說沒有要趕我們出院。  諸如此類事情，太多太多～  彰基的護理人員良莠不齊，家父在彰基住院期間，有的護理師親切細心，有的態度惡劣，多問一句就被兇，還有自己搶家屬電話去講的，相當沒禮貌。 我很多次都想記下名字投訴，都是當下家父還在住院，不想節外生枝。  家人生病治療的辛苦，只有經歷過的人才知道 。臺灣的醫護人員辛苦，我也能理解。但其他醫院能做到的，為何彰基不行。  我只知道時間能重來，我不會讓家父到彰基治療，一間中部的教學醫院，沒想到醫療設備故障率這麼高，醫護人員的同理心貧乏，讓家父受這麼多的苦。  大家慎選～別像我們留下遺憾。,3 週前,2024-11-26 16:45:09,1.0,May,則評論,https://www.google.com/maps/contrib/113803405518349290871/reviews?hl=zh-TW
12,ChZDSUhNMG9nS0VJQ0FnSUMzc0lLM0hnEAE,首次去彰基探病，對醫院不熟，工作人員都熱心?予指引及協助。 醫護人員也很有耐心，感謝！,3 週前,2024-11-26 16:45:09,5.0,陳亞芬,9,https://www.google.com/maps/contrib/109087591663690719535/reviews?hl=zh-TW
13,ChdDSUhNMG9nS0VJQ0FnSURYbi16MnN3RRAB,2024/11/1 吃了2個月基督教體系院內餐 終於等到院內便當的巔峰之作 ?特此紀錄！?  主菜 茄汁雞肉片混豬里脊片? 常見是營養午餐那種冷凍雞腿排冷凍排骨 最糟遇過醬油水滷五花肉 沒香料 肥肉只煮熟沒煮爛QQ的?  三格配菜 難得有醬油煮香菇 常見是沒爆香的鹽水或醬油水煮各種青菜絲 青菜一定都要煮的爛爛的… 最糟是鹽水煮白蘿蔔絲?  小配菜 今天是最好吃的醬油燉蘿蔔 常見山藥卷、三角薯餅、沒味道豆乾、有熟沒煮爛薯塊?  附湯 番茄豆腐湯 今天是2個月以來第一次吃到番茄?這個配料 之前透過蓋子看到紅色 打開都是紅蘿蔔? 湯也不用期待 基本上就是鹽水煮各種青菜絲?,3 週前,2024-11-26 16:45:09,3.0,Jimmy Liang,則評論,https://www.google.com/maps/contrib/105342937651914398290/reviews?hl=zh-TW
14,ChdDSUhNMG9nS0VJQ0FnSURYMDhhWmdBRRAB,,3 週前,2024-11-26 16:45:09,5.0,加油台灣,則評論,https://www.google.com/maps/contrib/111429511357659204647/reviews?hl=zh-TW
15,ChZDSUhNMG9nS0VJQ0FnSURYMDRpLVp3EAE,謝謝曾經幫助的醫生護士哥哥姊姊們? …,3 週前,2024-11-26 16:45:09,5.0,RUSEL,則評論,https://www.google.com/maps/contrib/105223152890925101895/reviews?hl=zh-TW
16,ChdDSUhNMG9nS0VJQ0FnSURYazkzLXBBRRAB,感謝愛心,3 週前,2024-11-26 16:45:09,5.0,林小芊,0,https://www.google.com/maps/contrib/100459166260227694618/reviews?hl=zh-TW
17,ChZDSUhNMG9nS0VJQ0FnSURYZzczS0xBEAE,謝謝你們,3 週前,2024-11-26 16:45:09,5.0,宇晴李,則評論,https://www.google.com/maps/contrib/109870327153530166054/reviews?hl=zh-TW
18,ChdDSUhNMG9nS0VJQ0FnSUNYdWRLd3BRRRAB,,1 個月前,2024-11-26 16:45:09,4.0,何必問.,0,https://www.google.com/maps/contrib/117350206045300969424/reviews?hl=zh-TW
19,ChZDSUhNMG9nS0VJQ0FnSUNYdHVTRlpnEAE,,1 個月前,2024-11-26 16:45:09,5.0,李麗花,78,https://www.google.com/maps/contrib/111633759723600691795/reviews?hl=zh-TW
20,ChZDSUhNMG9nS0VJQ0FnSUNYd3NxdkxREAE,,1 個月前,2024-11-26 16:45:13,5.0,Kenny Chuang,則評論,https://www.google.com/maps/contrib/113007791905925293838/reviews?hl=zh-TW
21,ChZDSUhNMG9nS0VJQ0FnSURucEo3bk13EAE,說是醫療中心，啊每個護理人員的態度有夠差，打打電話過去問病人情況還好嗎，一拖再拖，說要回電也沒有回電,1 個月前,2024-11-26 16:45:13,1.0,陳軍豪,0,https://www.google.com/maps/contrib/100917673086592411910/reviews?hl=zh-TW
22,ChdDSUhNMG9nS0VJQ0FnSUNudFp6Ml9RRRAB,乳房外科林?醫師，跟患者講話非常溫柔有耐心，不像有些護理人員兇巴巴。 仁心仁術，每次回診追蹤都令人如沐春風，不會感到有壓力，也不會一直要患者開刀，非常有同理心，難能可貴的好醫生?????????? …,1 個月前,2024-11-26 16:45:13,5.0,CW,則評論,https://www.google.com/maps/contrib/110810303528874008118/reviews?hl=zh-TW
23,ChZDSUhNMG9nS0VJQ0FnSUNua2UzSUp3EAE,諾大的醫院，白天找個停車場位置已經夠難了，開過去亮綠燈的地方停著車，還不止一個車格這樣子！拜託，請停車場負責人員多多巡視有哪些燈號是故障的，不然真的覺得一直被耍~（另外，有些車格太小，請重新規劃，不然根本小車也塞不進去，只能浪費空間,1 個月前,2024-11-26 16:45:13,2.0,yr chiou,則評論,https://www.google.com/maps/contrib/117339418386908971920/reviews?hl=zh-TW
24,ChZDSUhNMG9nS0VJQ0FnSUNuZ1pEM1lnEAE,醫生很棒,1 個月前,2024-11-26 16:45:13,5.0,Steve,則評論,https://www.google.com/maps/contrib/113004786801707257887/reviews?hl=zh-TW
25,ChZDSUhNMG9nS0VJQ0FnSUNubXZLaVNBEAE,耳鼻喉科主治醫師 林埔禎 外面掛著暫離 結果是三個小時以上了 那說等一下回來 要半天了 什麼是責任 什麼是醫德  還是成名了  感覺了不起了  醫院怎麼管理醫師的  無言,2 個月前,2024-11-26 16:45:13,1.0,吳葦樺,5,https://www.google.com/maps/contrib/107085625327766584561/reviews?hl=zh-TW
26,ChdDSUhNMG9nS0VJQ0FnSURIcTVyb3hBRRAB,今日9/20 清晨我老婆懷孕36周 右手肩膀關節脫臼 急診室 骨科醫師 專業醫療 一次就處理好脫臼關節 醫療護士也專業貼心 感謝??,2 個月前,2024-11-26 16:45:13,5.0,陳忠仁,12,https://www.google.com/maps/contrib/115351200429175939809/reviews?hl=zh-TW
27,ChZDSUhNMG9nS0VJQ0FnSURIeHFqM2VREAE,住院時彰基竟然不提供病人的病服，超傻眼！,2 個月前,2024-11-26 16:45:13,1.0,林環金,1,https://www.google.com/maps/contrib/116436930436344637711/reviews?hl=zh-TW
28,ChZDSUhNMG9nS0VJQ0FnSURINkpQSGFnEAE,9/12上午站在一樓服務台短頭髮到肩膀戴銀框眼鏡（好像姓劉）那位女職工回話態度超差的一副不耐煩的樣子能推就推什麼都不要問她最好的態度也不會協助病患查詢一副高傲的態度令人不齒，彰基的主管怎麼會請這種人來工作？是眼睛瞎了嗎？還是找不到人隨便一個濫竽充數也行？,2 個月前,2024-11-26 16:45:13,1.0,Abc,則評論,https://www.google.com/maps/contrib/105876136571512374106/reviews?hl=zh-TW
29,ChdDSUhNMG9nS0VJQ0FnSURIa05TYTVnRRAB,服務好，醫療資源豐富,2 個月前,2024-11-26 16:45:13,5.0,小熊,則評論,https://www.google.com/maps/contrib/115015975396859755150/reviews?hl=zh-TW
30,ChdDSUhNMG9nS0VJQ0FnSURIb01URTVnRRAB,急診的批價人員態度太差 只是問個繳費問題 叫我們稍等直接叫他下位病患家屬批價 根本不想理人 我還以為醫院他家開的 口氣真的超級差,2 個月前,2024-11-26 16:45:17,1.0,圭岡罣包崥,0,https://www.google.com/maps/contrib/116658816836379991012/reviews?hl=zh-TW
31,ChdDSUhNMG9nS0VJQ0FnSUNIcnVHRG1RRRAB,新生兒去彰基住院照黃疸，住院期間嘴巴還感染念珠菌，屁股還紅腫脫皮，真不知道可以去哪投訴,2 個月前,2024-11-26 16:45:17,1.0,even K,0,https://www.google.com/maps/contrib/105387092230506758014/reviews?hl=zh-TW
32,ChdDSUhNMG9nS0VJQ0FnSUNIcnJiU3NBRRAB,醫生護士都很親切，停車場很多但也要排隊,2 個月前,2024-11-26 16:45:17,5.0,洪敬媛,則評論,https://www.google.com/maps/contrib/109428163435911516421/reviews?hl=zh-TW
33,ChdDSUhNMG9nS0VJQ0FnSUNIcnVTYS13RRAB,彰基兒童醫院 張X裕 看診沒有同理心，要嘛草草回答家屬問題要嘛拒絕回答，每個人的時間都很寶貴，不是你是醫生就比較了不起，等號看診結果換來的是草草了事，若你是家屬作何感想？！是不能以偏概全沒錯，但彰基有這樣的醫生真是讓人不敢恭維，拒看彰基。,2 個月前,2024-11-26 16:45:17,1.0,Sharon Syu,則評論,https://www.google.com/maps/contrib/100601457767658702234/reviews?hl=zh-TW
34,ChdDSUhNMG9nS0VJQ0FnSUNIenZHOGpBRRAB,彰基100診官威大，只尊重未入院的達官顯赫，單人房是拿來做公關的，已入院的病人再怎麼苦都不會給，管你什麼時候排隊的，應該背後給的權、勢力強大，抱怨專線只會讓你陷入萬丈深淵，一輩子都得不到合理回應，只會要大家息事寧人。,2 個月前,2024-11-26 16:45:17,1.0,陳婕穎Mia,則評論,https://www.google.com/maps/contrib/101209997585013129645/reviews?hl=zh-TW
35,ChZDSUhNMG9nS0VJQ0FnSUNIa3NtWGV3EAE,彰基陳秋涼骨科的 患者開刀完連拆線都不知道？ 賺完開刀錢不用管患者是嗎？,2 個月前,2024-11-26 16:45:17,1.0,Zxx瑜,0,https://www.google.com/maps/contrib/103245129926309989663/reviews?hl=zh-TW
36,ChZDSUhNMG9nS0VJQ0FnSUNIek9lelZnEAE,出車禍手腳受傷長得像實習生的人 硬搓我傷口輕輕地用沒必要這麼用力吧也沒必要直接壓吧卡石頭夾出來就好還用棉花棒挫 挫就算了還壓很大力,2 個月前,2024-11-26 16:45:17,1.0,白狼,2,https://www.google.com/maps/contrib/110562567033038349939/reviews?hl=zh-TW
37,ChdDSUhNMG9nS0VJQ0FnSUNIaEl5QXpRRRAB,健康最好,2 個月前,2024-11-26 16:45:17,4.0,曾阿明,則評論,https://www.google.com/maps/contrib/101832757305178636964/reviews?hl=zh-TW
38,ChZDSUhNMG9nS0VJQ0FnSUNIOE1lZVB3EAE,,2 個月前,2024-11-26 16:45:17,5.0,黃振欽,則評論,https://www.google.com/maps/contrib/115493268925404851713/reviews?hl=zh-TW
39,ChZDSUhNMG9nS0VJQ0FnSUQ3aC1EV2NBEAE,服務非常好！醫生和產科護士都很熱情? …,2 個月前,2024-11-26 16:45:17,5.0,Mai anh Nguy?n,0,https://www.google.com/maps/contrib/105858750850200428023/reviews?hl=zh-TW
40,ChZDSUhNMG9nS0VJQ0FnSUN1cFBPZ0ZBEAE,本身有慢性疾病 抽血完去看報告醫生也不給看 問兩個慢性病症狀會不會互相影響 醫生一直叫我拿手機自己查親屬在後面也叫立刻查 問有什麼後遺症回說跟牆上照片一樣 醫生會一直問有什麼問題嗎？好像很關心一樣… 我問了也是要你立刻查網路資料，那我還來看醫生幹嘛？,2 個月前,2024-11-26 16:45:21,1.0,普羅,0,https://www.google.com/maps/contrib/116277085964878900864/reviews?hl=zh-TW
41,ChZDSUhNMG9nS0VJQ0FnSUQ3MXJDcmFREAE,醫院有一位老護士不會抽血  手有夠痛瘀青腫起來 不知是有意還是三寶技術  麻請醫院教育訓練好嗎?給其他護士也沒事 上班心情不好就不要做!,3 個月前,2024-11-26 16:45:21,2.0,aliyah A,1,https://www.google.com/maps/contrib/111111639870777137527/reviews?hl=zh-TW
42,ChdDSUhNMG9nS0VJQ0FnSUQ3bk5YdWxRRRAB,,3 個月前,2024-11-26 16:45:21,5.0,Nh? ? V?n s?,張相片,https://www.google.com/maps/contrib/112322503707983226154/reviews?hl=zh-TW
43,ChdDSUhNMG9nS0VJQ0FnSURiNUpMUHF3RRAB,= =感覺自己花了一個無所謂的錢,3 個月前,2024-11-26 16:45:21,1.0,不敢下去的冰鳥,1,https://www.google.com/maps/contrib/106173559209914882596/reviews?hl=zh-TW
44,ChZDSUhNMG9nS0VJQ0FnSURiaUpQalJ3EAE,,3 個月前,2024-11-26 16:45:21,5.0,林俊傑（jack）,則評論,https://www.google.com/maps/contrib/107964579721171163456/reviews?hl=zh-TW
45,ChdDSUhNMG9nS0VJQ0FnSUNiam9LZ3BnRRAB,病房溫度高到令人快發燒…拜託改進 還要用冰枕止熱 開完刀住在 兒童醫院12樓 1203病房,3 個月前,2024-11-26 16:45:21,1.0,俞小香,23,https://www.google.com/maps/contrib/106616268001844681601/reviews?hl=zh-TW
46,ChdDSUhNMG9nS0VJQ0FnSUNick96SDZnRRAB,打電話詢問今日颱風是否需要過去牙科抽牙齒神經？電話轉到A又轉到B，然後B說打錯又重新打了一次～然後A又轉到C，C又說要轉到別的地方……是要這樣互相踢皮球就對了？醫院不想開就休診阿～護士們都那麼不甘願上班了……??? 爛死人的服務??? …,4 個月前,2024-11-26 16:45:21,1.0,楊顏如,5,https://www.google.com/maps/contrib/104655195685208343715/reviews?hl=zh-TW
47,ChdDSUhNMG9nS0VJQ0FnSUNiak1pTm13RRAB,看診報到病患名字也不會變顏色，看診完的病患名字也不會消失，建議報到時間到看不到診很平常，常態性醫師看診超過門診時間，想去的多考慮,4 個月前,2024-11-26 16:45:21,1.0,Nori Cheng,3,https://www.google.com/maps/contrib/101129059042087177221/reviews?hl=zh-TW
48,ChZDSUhNMG9nS0VJQ0FnSUNia0l5R1NnEAE,,4 個月前,2024-11-26 16:45:21,1.0,蘇暖暖,0,https://www.google.com/maps/contrib/117985692567515254553/reviews?hl=zh-TW
49,ChZDSUhNMG9nS0VJQ0FnSURydC1XRUxnEAE,急診接電話態度是在差什麼？,4 個月前,2024-11-26 16:45:21,1.0,邱子恩,4,https://www.google.com/maps/contrib/106361569406776356118/reviews?hl=zh-TW
50,ChdDSUhNMG9nS0VJQ0FnSURyczV6X3V3RRAB,停車場指示超差，路口管制不清，開車超麻煩的,4 個月前,2024-11-26 16:45:25,1.0,gary tien,6,https://www.google.com/maps/contrib/116397367324854170744/reviews?hl=zh-TW
51,ChdDSUhNMG9nS0VJQ0FnSURybmR1MGdBRRAB,,4 個月前,2024-11-26 16:45:25,1.0,匿名卡皮巴拉,0,https://www.google.com/maps/contrib/100008673345326337638/reviews?hl=zh-TW
52,ChdDSUhNMG9nS0VJQ0FnSURyeE8yZm9RRRAB,,4 個月前,2024-11-26 16:45:25,1.0,陳金豐,0,https://www.google.com/maps/contrib/100104129394193647295/reviews?hl=zh-TW
53,ChdDSUhNMG9nS0VJQ0FnSURyeE8zTjh3RRAB,只能一顆星 不能再多,4 個月前,2024-11-26 16:45:25,1.0,陳建均,則評論,https://www.google.com/maps/contrib/116494709320416673180/reviews?hl=zh-TW
54,ChZDSUhNMG9nS0VJQ0FnSURyeU4zTU1REAE,急診林X德醫師是來搞笑的嘛 旁邊的護理師都比他專業,4 個月前,2024-11-26 16:45:25,1.0,Jason,0,https://www.google.com/maps/contrib/110187539651051195668/reviews?hl=zh-TW
55,ChZDSUhNMG9nS0VJQ0FnSURyeU4zTVBnEAE,7/14急診的林醫生是來當薪水小偷的嗎？ 護理師都比他專業有耐心 急診費用是1000欸 你當250再看診哦,4 個月前,2024-11-26 16:45:25,1.0,芯薇林,則評論,https://www.google.com/maps/contrib/105661844421679502234/reviews?hl=zh-TW
56,ChZDSUhNMG9nS0VJQ0FnSURyOEtTaEl3EAE,,4 個月前,2024-11-26 16:45:25,4.0,Sing ????????,則評論,https://www.google.com/maps/contrib/112263619683078644304/reviews?hl=zh-TW
57,ChdDSUhNMG9nS0VJQ0FnSUNydF9PdXVRRRAB,112.07.12上午10:45今日陪阿姨來醫院看診順便申請病歷證明，原本來醫院是件麻煩無聊的事，但是遇上申請病歷的櫃檯小姐，讓今天充滿愉快的心情，是靠牆壁的病歷櫃檯小姐，待人非常親切，講解非常的清楚替患者設身處地的著想，謝謝有她這樣的人替大家服務?（身為埔里來的拿埔里基督教與彰化基督教對照，真的差很多！）五顆星全部都是給病例櫃檯小姐的～～～ …,4 個月前,2024-11-26 16:45:25,5.0,TING LIAO,則評論,https://www.google.com/maps/contrib/101739523222993532010/reviews?hl=zh-TW
58,ChZDSUhNMG9nS0VJQ0FnSUNyemI3S09REAE,,4 個月前,2024-11-26 16:45:25,1.0,林淳璟,1,https://www.google.com/maps/contrib/114358539802370029641/reviews?hl=zh-TW
59,ChZDSUhNMG9nS0VJQ0FnSUNyaWNEY1VnEAE,第一次到彰基就診，一路上遇到醫護人員時詢問，只說搭電梯上八樓，結果恰好搭錯台電梯，好不容易到另一端找到皮膚科進行雷射除痣，術後也都沒有拿鏡子再次確認位置就黏貼起來，結果回家拆掉時發現有一顆打錯位置，根本想哭?！最後，也都沒告知如何術後保養，我自己回診間處隨機找醫護人員詢問，真的覺得感覺超差！ 不推薦????????? …,4 個月前,2024-11-26 16:45:25,1.0,Ying,0,https://www.google.com/maps/contrib/106082887701998405763/reviews?hl=zh-TW
60,ChZDSUhNMG9nS0VJQ0FnSURqcHRiSE9REAE,上班很累很辛苦我知道 沒有心想上班就請回家 護士態度真的有夠差勁,4 個月前,2024-11-26 16:45:30,1.0,Ha ha,則評論,https://www.google.com/maps/contrib/116042058396897379678/reviews?hl=zh-TW
61,ChZDSUhNMG9nS0VJQ0FnSUNyeElIQk93EAE,爛死了，出院不能刷實體信用卡，硬是要病人下載阿佩支付，搞了半天註冊，結果又有問題，還是得刷實體卡，光辦個出院手續搞半天,4 個月前,2024-11-26 16:45:30,1.0,PENG,則評論,https://www.google.com/maps/contrib/104116538473725378617/reviews?hl=zh-TW
62,ChZDSUhNMG9nS0VJQ0FnSURMai1mN2VnEAE,從雲基轉到彰基開刀，61病房的護理師都不錯，病房裏的狀況一堆，病人辛苦，護理師也辛苦，我開刀前一天住進醫院，申請院內看護，還好有請到人，看護非常專業，也可以幫忙協助護理師 人生在世，總有病痛的時候，我是單身，自己生病的時候，都是靠醫師、護理師還有看護這些陌生人照顧我。,4 個月前,2024-11-26 16:45:30,4.0,造化自然,則評論,https://www.google.com/maps/contrib/111386572010148698562/reviews?hl=zh-TW
63,ChdDSUhNMG9nS0VJQ0FnSURMOWFYa2hnRRAB,態度囂張尤其是8-3護理站 真的有夠囂張的 有一個非常老矮矮灰色衣服戴眼鏡的護理長 耳朵不知道是怎麼了 報價講了三次一直問是多少 您同事不是告訴您了 還一直問 要不要去耳鼻喉科看一下呢 8-3護理人員都在裝忙 報價過去收錢 站在那裡都假裝看不見 實在是氣到大喊讓坐在前面這位胖胖戴眼鏡基層護理女 不甘不願甩錢在桌上 不好意思 如果真的不想出來上班麻煩你回家睡覺好嗎 為什麼要出來讓別人生氣 8-3那麼囂張也不是第一次了吧,4 個月前,2024-11-26 16:45:30,1.0,L A,0,https://www.google.com/maps/contrib/113881881071710322649/reviews?hl=zh-TW
64,ChZDSUhNMG9nS0VJQ0FnSURMNXFhRUhnEAE,大家千萬不要看耳鼻喉科的洪三富醫師，超沒醫德的！沒經過病患同意擅自開自費的藥，害我得多花錢，而且也沒同情心，重大傷病卡為什麼不同科就不能使用？那前兩個月我看婦產科就能用？就能減免門診費用，洪三富醫師根本對病患搶錢搶很兇，這種醫師看一次就列入黑名單了，也希望想掛洪醫師的人要三思，他的醫術也普通，如果不想被A錢就不要掛他的診，在此分享不好經驗警惕各位！,4 個月前,2024-11-26 16:45:30,1.0,????,則評論,https://www.google.com/maps/contrib/103083132879857177040/reviews?hl=zh-TW
65,ChZDSUhNMG9nS0VJQ0FnSURMdk9DSWRBEAE,醫護人員都很貼心，只是急診室的椅子太爛了！已經破舊不堪，不然就是搖晃的很，這讓陪病家屬很辛苦?，我 …,5 個月前,2024-11-26 16:45:30,3.0,PI-HUI Chou,則評論,https://www.google.com/maps/contrib/110708859660675901223/reviews?hl=zh-TW
66,ChZDSUhNMG9nS0VJQ0FnSURMck95UUZREAE,旅遊醫學門診 熱心 專業 優秀,5 個月前,2024-11-26 16:45:30,5.0,Guana Y,則評論,https://www.google.com/maps/contrib/117314828122080069044/reviews?hl=zh-TW
67,ChZDSUhNMG9nS0VJQ0FnSUNMX182ZkN3EAE,我想投訴代謝科醫生，原本想看問什麼甲狀腺，然後醫生一直叫我去驗染色體，從頭到尾都一直叫我測染色體，結果我今天花了錢驗了也花錢去聽她講，結果她說月經的問題應該不用測啊，幹嘛測。那我花那麼多錢測這個幹嘛，然後也沒有我原本問題的答案，一直叫我不要管，真的很差,5 個月前,2024-11-26 16:45:30,1.0,ㄚ瑄,0,https://www.google.com/maps/contrib/113554680447129276039/reviews?hl=zh-TW
68,ChdDSUhNMG9nS0VJQ0FnSUNMNTd1ajB3RRAB,5/14就在彰化基督教醫院 把布品 太空被送到每個病房的被服室 包含下午的兒童醫院 送太空被 6/14也滿一個月了 從第一醫療大樓 ～第二醫療大樓～第三醫療大樓 含兒童醫療大樓 每個樓層路線都很熟悉 能替彰化基督教醫院服務 是我最大的願望,5 個月前,2024-11-26 16:45:30,5.0,熱氣球嘉年華管理者-魏敬原（熱氣球嘉年華）,則評論,https://www.google.com/maps/contrib/104564820166494605661/reviews?hl=zh-TW
69,ChdDSUhNMG9nS0VJQ0FnSUNMOE5uRHB3RRAB,停車場標示很難找 明明已經繳錢了 開到出去出口後管理員又說我們超過15分鐘 又繳15塊 搶錢嗎？ 重點是我們沒有超過15分鐘離開 非常不友善的體系,5 個月前,2024-11-26 16:45:30,1.0,yenlin chen,5,https://www.google.com/maps/contrib/114374083480819171831/reviews?hl=zh-TW
70,ChdDSUhNMG9nS0VJQ0FnSUR6NU1lbDJnRRAB,醫護人員都在聊天 感受很差,5 個月前,2024-11-26 16:45:34,1.0,方絮妍,0,https://www.google.com/maps/contrib/114494652969125000404/reviews?hl=zh-TW
71,ChdDSUhNMG9nS0VJQ0FnSUR6NU1hM3FnRRAB,明明就沒人排隊卻要半小時連醫生的動作都很慢,5 個月前,2024-11-26 16:45:34,1.0,小瑾,1,https://www.google.com/maps/contrib/118000391149942692383/reviews?hl=zh-TW
72,ChdDSUhNMG9nS0VJQ0FnSUR6c0p6cjV3RRAB,,5 個月前,2024-11-26 16:45:34,4.0,張晨,則評論,https://www.google.com/maps/contrib/100775357465302372680/reviews?hl=zh-TW
