,評論編號,評論,評論相對時間,查詢時間,評分,使用者名稱,有幾則評論,評論者網址
11,ChdDSUhNMG9nS0VJQ0FnSUMzOTVLeDFRRRAB,這邊把我寫在院長信箱的內容放上 希望院長信箱有用吧哈哈哈  11/10 1400左右 父親突然暈倒 為恭轉院來這裏 抽血 心電圖 一系列檢查完後 醫生 林翊帆 態度很差勁 舉例1 醫生來病床前說可以看報告 並且說父親報告都正常 然後出言不遜 口氣很差 說父親就沒什麼事 為什麼不自己下來走去看報告？ 這邊我想請問一下 沒有不舒服幹嘛花錢來看急診？ 我回醫生 父親目前頭暈暈的 醫生回 我看他剛剛自己走去廁所走的好好的  舉例2 我詢問醫生能不能照一下頭腦斷層 醫生回覆 你們在為恭照過了 我問可以再照一次嗎 （畢竟我不是醫生 不懂這些很正常吧？） 醫生口氣很差回覆 幹嘛要一直照？ 做這個很高輻射欸 我在想 口氣有要這麼差嗎 一般人來大醫院就是相信大醫院能更好發現問題 不要求態度多恭敬 可以平鋪直述 說腦部影像檢查只要照一次就好 畢竟有輻射 其他對話也是偏向隨便 最後也沒有給我們看驗血 心電圖報告 只說了一句沒什麼問題 請問我特地轉院來這裏是聽你一句沒什麼問題？ 花錢來看醫生不就是要解決動不動暈倒的問題嗎？報告也沒有分析給我們聽 就一句沒問題誰會信？花錢來看醫生問點問題也要不耐煩？ 還是大醫院都建議民眾自己上網找答案？  請導正醫生的心態 成為醫生的本質是什麼？不是只為了領高薪 對患者用心一點 不是線上免費咨詢,2 週前,2024-11-26 16:11:16,1.0,7u,則評論,https://www.google.com/maps/contrib/108198397188350380922/reviews?hl=zh-TW
12,ChdDSUhNMG9nS0VJQ0FnSUMzZzZpanpRRRAB,不友善的醫院第一名，連掛號人員素質都超差德，不看沒病，看了有病。,2 週前,2024-11-26 16:11:16,1.0,蔡晴安,0,https://www.google.com/maps/contrib/116111043153622954602/reviews?hl=zh-TW
13,ChdDSUhNMG9nS0VJQ0FnSUMzcGZmbDBBRRAB,11/05新竹馬偕醫院達文西腹部手術，由院長翁順隆操刀，手術順利成功，感謝院長的細心講解，也非常感謝整個醫療團隊的專業及親切的服務，讓病患心情較不緊張！  11/04～11/07在平安樓6樓住院期間每位醫護人員都非常親切，有耐心，有問題也細心講解，對待病患如同家人一樣，真的非常專業！  達文西手術真神奇了，手術後第二天就可下床走動，第三天可出院，傷口非常小，腹部4個小孔，且疼痛感小，真感到不可思議！感謝馬偕醫院醫療團隊。,2 週前,2024-11-26 16:11:16,5.0,文秀,1,https://www.google.com/maps/contrib/102134642947122822990/reviews?hl=zh-TW
14,ChZDSUhNMG9nS0VJQ0FnSUMzdHJ6NlhBEAE,門診等候看診的機制真的有夠爛欸，不管幾號，只要過號都兩個號就換過號的人，那全部人都過號就好了?誰還要乖乖等看病,2 週前,2024-11-26 16:11:16,1.0,Emunah hola,1,https://www.google.com/maps/contrib/109862417246419624122/reviews?hl=zh-TW
15,ChZDSUhNMG9nS0VJQ0FnSUMzc29qMUVnEAE,,3 週前,2024-11-26 16:11:16,5.0,邱耀檯,0,https://www.google.com/maps/contrib/104410137345496659241/reviews?hl=zh-TW
16,ChZDSUhNMG9nS0VJQ0FnSUMzOVBqUUFREAE,,3 週前,2024-11-26 16:11:16,1.0,張簡嘉弘,0,https://www.google.com/maps/contrib/100508705785321799724/reviews?hl=zh-TW
17,ChZDSUhNMG9nS0VJQ0FnSURYOS03YkxBEAE,"昨天帶小孩到兒童醫院看眼科,護士很客氣但林 x 儒醫生,令我們感覺很敷衍很不專業,令人很不舒服",3 週前,2024-11-26 16:11:16,2.0,mia Tsai,0,https://www.google.com/maps/contrib/111278941256253603537/reviews?hl=zh-TW
18,ChZDSUhNMG9nS0VJQ0FnSURYLS02aWNBEAE,"看診時已經說脖子很不舒服， 醫生聽完，連任何檢查都沒有， 直接開止痛藥， 叫你吃完再來看一次， 真是爛的可以的醫院， 而且收費450,  完全看不懂他用啥自付額名目在收。",3 週前,2024-11-26 16:11:16,1.0,gordon4liu,則評論,https://www.google.com/maps/contrib/117214757712603472888/reviews?hl=zh-TW
19,ChdDSUhNMG9nS0VJQ0FnSUNsbEpxcTlRRRAB,"泌尿科跟肝膽腸胃科某醫師態度,給我很不好的體驗！",3 週前,2024-11-26 16:11:16,1.0,Leonada,0,https://www.google.com/maps/contrib/114042335834326380813/reviews?hl=zh-TW
20,ChdDSUhNMG9nS0VJQ0FnSURYMWZIZnpRRRAB,,3 週前,2024-11-26 16:11:20,5.0,Amy Chen,則評論,https://www.google.com/maps/contrib/103735955940373207091/reviews?hl=zh-TW
21,ChdDSUhNMG9nS0VJQ0FnSURYcVliT2xRRRAB,非常差的  醫 護體驗.,4 週前,2024-11-26 16:11:20,1.0,馬大可,0,https://www.google.com/maps/contrib/118318413122661227898/reviews?hl=zh-TW
22,ChdDSUhNMG9nS0VJQ0FnSURYa2NTRWlnRRAB,看診一般外科等一個小時看診號碼才過一號，這種效率跟我說是教學醫院？ 還是現場直接在門診間開刀才這麼久？,4 週前,2024-11-26 16:11:20,1.0,Ping Ang Tsai,則評論,https://www.google.com/maps/contrib/102138792581090309500/reviews?hl=zh-TW
23,ChdDSUhNMG9nS0VJQ0FnSUNIbHFiQjFBRRAB,俗話說：事不過三，今天是我第二次去馬偕看診，遇到了三件事，讓我覺得這裡的醫療人員的素質真的不好，決定寫評價。 第一件事，是發生在2024/9/4下午，我看的是家醫科的門診，本來一切都還蠻正常的，但開始看診一段時間之後，我就告知醫生說我手的傷口是被別人家的狗咬傷。突然，坐在旁邊的住院醫師一聽到就噗呲一聲毫不避諱的笑了出來，而且很大聲，主治醫師也一副憋笑的模樣，當下我其實沒有想太多，但回家想了一下覺得，請問有什麼好笑的呢？挺沒禮貌的。 第二件事和第三件事，是在2021/2/28下午，我到現在記得很清楚，還記得當時我出國前要做自費PCR，當時幫我做的那個人他非常暴力的往我鼻腔下面狂捅，而且捅非常深，採檢完我痛到我站在路邊眼淚一直流不停，因為我做了那麼多次PCR，我能夠知道那個人有多故意有多暴力而且帶有情緒。第三件事發生在我做完PCR去神經內科看診，我以為我是複診，因為我已經做了PCR，所以並沒有去填寫初診單，也沒有插卡報到，第一次對流程根本不熟悉，我便上去禮貌地詢問，但是，下一秒護理師小姐就暴怒，而且像在發洩情緒一樣往我身上撒氣，說你怎麼沒填單子？！怎麼沒報到？！在整個診間吼我，全部等診的人都往我們這看，我自己也是很傻眼的…第二和第三件事發生在疫情期間，知道醫護人員的辛勞並沒有第一時間評價他們，但是今天去馬偕的感受仍然不佳。對待人沒素質，在我看來就是不值得尊重的人。體驗感那麼糟糕也或許跟這個機構的管理模式有密不可分的關聯性。,1 個月前,2024-11-26 16:11:20,2.0,hello,0,https://www.google.com/maps/contrib/117730065761489838608/reviews?hl=zh-TW
24,ChdDSUhNMG9nS0VJQ0FnSURYLU9ucXJ3RRAB,家人許多治療都在這裡進行，醫生、護理師團隊、行政、志工都很親切，環境舒適。  謝謝醫院團隊的各種治療與協助。,1 個月前,2024-11-26 16:11:20,5.0,Tewei Huang,則評論,https://www.google.com/maps/contrib/109412600507898691606/reviews?hl=zh-TW
25,ChZDSUhNMG9nS0VJQ0FnSURYOEpLU09nEAE,極度不推薦皮膚科謝醫生,1 個月前,2024-11-26 16:11:20,1.0,Meg Wang,1,https://www.google.com/maps/contrib/104403286572018703699/reviews?hl=zh-TW
26,ChZDSUhNMG9nS0VJQ0FnSUNYNThtb1dnEAE,要病人在診間外預先敘述病情給護士是很糟糕的作法,1 個月前,2024-11-26 16:11:20,1.0,Chih Jung Chen,則評論,https://www.google.com/maps/contrib/107489717216921412198/reviews?hl=zh-TW
27,ChZDSUhNMG9nS0VJQ0FnSUNYbWVPc1d3EAE,,1 個月前,2024-11-26 16:11:20,1.0,君,則評論,https://www.google.com/maps/contrib/111928963622385432412/reviews?hl=zh-TW
28,ChZDSUhNMG9nS0VJQ0FnSUNYenEta0RBEAE,極度不推薦神經內科章醫師。  因為無名指與小指酸麻，先去復健科診斷出尺神經受損、肘遂道症候群。後來想說到大醫院神經科檢查，結果醫師連是什麼病症都說不出來，只會一直說平常姿勢不良導致的，沒有給任何有用的建議，被問到問題只會打太極。  Q: 我這個算是什麼病症？ A: 就是你的姿勢不良啦  Q: 這個狀況要怎麼治療？ A: 嚴重一點的話就要去對面的神經外科，輕微一點的就去復健。 （所以什麼時候要來找你這個神經內科？？？）  Q: 這個狀況算是很嚴重嗎？ A: 可大可小。  最後醫生對我說： 好啦 那我就不開藥給你啦 持續追蹤  藥沒開，連復健治療也沒開，現場等了2個小時就這樣？復健科小診所的診斷都比醫院專科醫生有幫助  此生遇過最雷的醫生,1 個月前,2024-11-26 16:11:20,1.0,Kent Chiu,則評論,https://www.google.com/maps/contrib/117064921765554419735/reviews?hl=zh-TW
29,ChdDSUhNMG9nS0VJQ0FnSUNYek5mYWx3RRAB,,1 個月前,2024-11-26 16:11:20,1.0,For u,0,https://www.google.com/maps/contrib/106986083398036914311/reviews?hl=zh-TW
30,ChZDSUhNMG9nS0VJQ0FnSUNYdUthUUN3EAE,10/11去門診 醫生護士都很nice 一顆心給他們的 不然一顆心都不想給 一樓批價7號櫃檯小姐態度有夠差勁 短髮戴圓眼鏡的 不爽做可以離職回家好嗎,1 個月前,2024-11-26 16:11:24,1.0,Yun Yun,則評論,https://www.google.com/maps/contrib/107338180210021454083/reviews?hl=zh-TW
31,ChZDSUhNMG9nS0VJQ0FnSURuNTRmUlNREAE,體檢的體驗不錯，護士親切耐心、醫生看診仔細，感受上比之前公司內體檢的林口長庚好。,1 個月前,2024-11-26 16:11:24,5.0,Ke Sean,則評論,https://www.google.com/maps/contrib/105476695082361588539/reviews?hl=zh-TW
32,ChZDSUhNMG9nS0VJQ0FnSUNXcHBxa1B3EAE,非常感謝翁順隆院長? 讓我們求子之路，一路順暢?? 第一次試管就成功 雖然原本是三胞胎 但是最後遵照醫生指示 最後留了一對雙胞胎? 結果還是龍鳳胎??  翁院長真的很厲害 醫術高超，又很低調? 非常感謝讓我孕期沒有什麼大礙 很順利的生下健康寶寶?? 現在我的雙寶8個月大了 長得可愛又好帶?? 再次謝謝翁院長??????,1 個月前,2024-11-26 16:11:24,5.0,吳魚仔,0,https://www.google.com/maps/contrib/102233810809043012591/reviews?hl=zh-TW
33,ChZDSUhNMG9nS0VJQ0FnSURudk5QVkF3EAE,精神科每次看診就只會問一句“今天/這週覺得怎麼樣？”，然後講一些老生常談的屁話。前期不想吃藥被醫生一直忽悠吃藥，後來吃了醫生開的藥後對症狀毫無改善還反而睡不好。本來想大醫院或許資源比較好，結果還不如一般診所呢,1 個月前,2024-11-26 16:11:24,1.0,阿佑,0,https://www.google.com/maps/contrib/100658343652459761114/reviews?hl=zh-TW
34,ChZDSUhNMG9nS0VJQ0FnSUNuNmFyTklnEAE,,1 個月前,2024-11-26 16:11:24,1.0,邱柏鈞,3,https://www.google.com/maps/contrib/115028054062045229923/reviews?hl=zh-TW
35,ChZDSUhNMG9nS0VJQ0FnSUNucHMzQVJnEAE,"新竹檢查身體的好地方..這邊醫師跟護士都很客氣. 但是我要講一點, 眼科蔡主任太多人看診了, 看診的品質不太好, 看診時間短, 醫生好像很難好好聽病患說話, 特別是4~5點, 整個匆匆忙忙, 不知道在趕些甚麼.  (蔡主任也很辛苦, 2點多才去吃午餐與休息)... 最近這一次, 我等了5 小時, 看診只有30 秒...  所以我的結論, 眼科大病可以去看蔡主任, 其他小毛病看其他醫生吧.",2 個月前,2024-11-26 16:11:24,4.0,Aquariuscottt,則評論,https://www.google.com/maps/contrib/109014108543246753514/reviews?hl=zh-TW
36,ChdDSUhNMG9nS0VJQ0FnSUNuN0tqTm1BRRAB,在門診遇到的護理師都還算客氣有耐心，後來在8樓住了2晚，竟然有護理師做水晶指甲，這樣可以嗎？會不會導致開刀病人，換藥時傷口感染之類的。病房樓層坐在護理櫃檯人員說笑聲超大，辦理出院時，回答問題非常不耐煩，說單子寫得非常清楚，我跟她確認後，她的回答是錯的，讓我跑上跑下。雖說護理人員辛苦也缺人，但不表示我們病人被迫應該要接受這些歪瓜裂棗。,2 個月前,2024-11-26 16:11:24,2.0,meow meow,則評論,https://www.google.com/maps/contrib/107567978227335823372/reviews?hl=zh-TW
37,ChdDSUhNMG9nS0VJQ0FnSUNuOExhUjlnRRAB,急診室的櫃檯人員無論是在掛號、批價、或是幫病患量血壓，態度都很良好~ 醫院裡也有許多站點有穿著明顯背心的義工，大家都會主動關心病患想要找哪個地方，主動告知路線。甚至後來我要領藥時，整路上就有三個義工主動向我指引方向，讓人感覺很安心暖心，非常感謝大家，你們辛苦了,2 個月前,2024-11-26 16:11:24,4.0,蔡雨晨,8,https://www.google.com/maps/contrib/107275635654081567893/reviews?hl=zh-TW
38,ChZDSUhNMG9nS0VJQ0FnSURIeV8tZ2N3EAE,連一顆心都不想給的，沒有外傷無法排檢查這是什麼邏輯？進來看不出外傷，沒辦法排檢查，我還掛什麼骨科？要我掛急診嗎？骨科劉××，我覺得他的情緒跟我所看到的醫生應該不太一樣！第一次對馬偕的印象就是爛！沒痛死應該是被他氣死，寧願痛回北部，給北部醫生看，都不願去馬偕，我第一次看一位醫生是這麼....,2 個月前,2024-11-26 16:11:24,1.0,Lucky As,2,https://www.google.com/maps/contrib/107903650363009917932/reviews?hl=zh-TW
39,ChdDSUhNMG9nS0VJQ0FnSURIZzliNHFnRRAB,超爛 醫師只會問診 什麼檢查都沒做 然後就下定論 開藥 收掛號費400 吃藥也沒效,2 個月前,2024-11-26 16:11:24,1.0,James,則評論,https://www.google.com/maps/contrib/111381873396753945767/reviews?hl=zh-TW
40,ChZDSUhNMG9nS0VJQ0FnSURINVpuMGJREAE,什麼爛態度爛服務 病者不舒服掙扎針都插進去了吸出來一半再說不吸就不要吸東西丟旁邊 是三小？,2 個月前,2024-11-26 16:11:29,1.0,小辰,0,https://www.google.com/maps/contrib/116364571860572957336/reviews?hl=zh-TW
41,ChZDSUhNMG9nS0VJQ0FnSURIa2FLNUhREAE,,2 個月前,2024-11-26 16:11:29,1.0,劉金泉,0,https://www.google.com/maps/contrib/103444225386782105728/reviews?hl=zh-TW
42,ChZDSUhNMG9nS0VJQ0FnSURIN282dVd3EAE,對骨科真的很搖頭，態度怎麼跟婦產科還有復健科差這麼多。對，就是說你時間很寶貴的鄭先生。 後來我去國泰找骨科張主任開刀，態度真的是天壤之別，詳細說明完全沒壓力，術後回診關心不馬虎。,2 個月前,2024-11-26 16:11:29,1.0,C-L H,則評論,https://www.google.com/maps/contrib/109090264056752508702/reviews?hl=zh-TW
43,ChZDSUhNMG9nS0VJQ0FnSURIbHB6Zk5nEAE,"得了新冠肺炎進入第3天, 持續發燒加上氣喘胸痛的症狀, 9/12晚上8點到馬偕掛了急診. 急診室團隊行雲流水般的操作流程真是令人驚艷! 在做了一連串的治療與檢查之後, 邱柏叡醫師很有耐心也很詳細的解釋檢驗報告, 對於我提出的問題不只有問必答還連帶科普了一些相關知識, 而護理團隊也是很親切熱心, 一整個看診下來, 當場感覺病情已經好了一大半, 真的很謝謝馬偕急診團隊的親切與專業醫療, 不只幫我控制了病情也安撫了焦燥的心情, 真心感謝!!",2 個月前,2024-11-26 16:11:29,5.0,k c,0,https://www.google.com/maps/contrib/111160590735073034801/reviews?hl=zh-TW
44,ChZDSUhNMG9nS0VJQ0FnSURIOUlITk9BEAE,沒有6顆星只好給1顆,2 個月前,2024-11-26 16:11:29,1.0,扛不住,0,https://www.google.com/maps/contrib/114045397911229853885/reviews?hl=zh-TW
45,ChZDSUhNMG9nS0VJQ0FnSURIcE1iU0JBEAE,骨科劉XX態度不佳，我說明自己的情況，他卻不耐煩的說你這顆沒有到一塊錢硬幣的大小我是不會幫你照的，教科書上面也是這樣寫，我已經說明我6月初到現在這顆長在大腿上像腫瘤的東西已經變大了，我是病人我當然會擔心，不知道這位醫生在跩幾點的，態度有夠差，以後不會再來馬偕了，真的是越來越爛了！！！,2 個月前,2024-11-26 16:11:29,1.0,Yun Lu,3,https://www.google.com/maps/contrib/108804335515832638044/reviews?hl=zh-TW
46,ChZDSUhNMG9nS0VJQ0FnSURId1BfUEp3EAE,就是在這裡生了兩個小孩，產房的護理師會指導如何生產，很讓人放心的環境,2 個月前,2024-11-26 16:11:29,5.0,王潔儀,則評論,https://www.google.com/maps/contrib/103218344222235951401/reviews?hl=zh-TW
47,ChdDSUhNMG9nS0VJQ0FnSUNIdF9uUXFBRRAB,行政流程很爛，號碼制度不公，幸處理專業佳。,2 個月前,2024-11-26 16:11:29,2.0,Hanyu Lin,3,https://www.google.com/maps/contrib/108408148917747654926/reviews?hl=zh-TW
48,ChZDSUhNMG9nS0VJQ0FnSUNIbTZhNEp3EAE,,2 個月前,2024-11-26 16:11:29,5.0,林木春,1,https://www.google.com/maps/contrib/112629604904114910815/reviews?hl=zh-TW
49,ChdDSUhNMG9nS0VJQ0FnSUNIaTRYZWhRRRAB,每次回診看報告 醫生（直腸科）都會再次強調病患已是更年期什麼的 聽在病患耳裡真的很不舒服 能不能請醫生注意說話的用詞 只要說檢查後的結果和重點就好,2 個月前,2024-11-26 16:11:29,3.0,徐小娟,0,https://www.google.com/maps/contrib/103982695701171045929/reviews?hl=zh-TW
50,ChdDSUhNMG9nS0VJQ0FnSUNIaGJ2Tm1BRRAB,醫生人很好,2 個月前,2024-11-26 16:11:33,5.0,hh dida792,則評論,https://www.google.com/maps/contrib/100013565486852507496/reviews?hl=zh-TW
51,ChdDSUhNMG9nS0VJQ0FnSUNIM3RMNXJ3RRAB,很爛欸 我掛號 然後櫃檯人員幫我掛錯時間 到了門診的地方要插健保卡 結果失敗 要我再去櫃檯掛號一次 我去櫃檯想直接跟剛剛幫我掛錯號的那一個小姐講 她直接無視我 我只能重新抽號碼牌慢慢等 這中間一堆人掛號成功 我還在慢慢排隊 直接晚了至少五個人看診 是誰的問題?,2 個月前,2024-11-26 16:11:33,1.0,嚴寒,0,https://www.google.com/maps/contrib/108316250048092676993/reviews?hl=zh-TW
52,ChZDSUhNMG9nS0VJQ0FnSUNIenVUZFVREAE,真的很爛，是你們貴院沒有這項醫療技術請我們去其他醫院檢測，結果麻煩你們開轉診單先說是我們自行要出院的，不能開？？ 後來又騙老人家說病歷就是轉診單 真的不要這樣搞，大家都很辛苦，麻煩互相體諒,2 個月前,2024-11-26 16:11:33,1.0,吳淑怡,5,https://www.google.com/maps/contrib/110600738410520166291/reviews?hl=zh-TW
53,ChZDSUhNMG9nS0VJQ0FnSUNIOHAteENnEAE,反正以後不會去 只需要請半天假的小手術，居然讓我差點肺栓塞進加護病房，多住一個禮拜,2 個月前,2024-11-26 16:11:33,1.0,東響,則評論,https://www.google.com/maps/contrib/106051940937590308027/reviews?hl=zh-TW
54,ChdDSUhNMG9nS0VJQ0FnSUNIc0xPTXpBRRAB,如果妳是要來檢查是否身體免疫功能異常造成不孕的話，千萬不要來新竹馬偕這裡檢查，2023年我看中醫調不孕的醫生要我檢查看看免疫有沒有問題，當時我不知道免疫的醫生也是有分不同免疫的專長，找離家近的新竹馬偕檢查，結果2023/5檢測幾個項目的報告出來顯示正常（後來才知道這位醫師並不瞭解會影響不孕的免疫是哪些，所以檢測項目不完全），然後當時這位免疫醫生還一臉疑惑認為免疫不會影響懷孕，覺得我幹嘛來檢查這個.... 2024/3試管第一次失敗後，台中西醫醫師也是請我去檢查免疫問題，但是這次醫師有請我去找桃園的龍群診所楊宗翰醫生，2024/4檢查報告一出來，就真的是免疫功能問題造成多年來不孕阿！新竹馬偕免疫科醫師讓我多走了一年的冤枉路阿......,2 個月前,2024-11-26 16:11:33,1.0,千雅,則評論,https://www.google.com/maps/contrib/116405568254609016577/reviews?hl=zh-TW
55,ChZDSUhNMG9nS0VJQ0FnSUQ3XzlEb1NBEAE,,2 個月前,2024-11-26 16:11:33,5.0,盧盧,3,https://www.google.com/maps/contrib/112807983641129916044/reviews?hl=zh-TW
56,ChdDSUhNMG9nS0VJQ0FnSUQ3bjZ2OXdBRRAB,8/29，下午約4點打電話到貴醫院掛號當日晚診精神科，因為是初診，所以有先詢問初診可不可以電話掛號，接電話的小姐說可以，並詢問我的身分證號碼幫我掛號，跟我說我掛2號的晚診，晚上7點到醫院、寫完初診單到櫃台補資料後，櫃台卻跟我說沒有我的掛號紀錄，還問我是不是用別的身分證掛號，傻眼…接電話的你是不是再偷懶啊，掛號號碼是不是亂報的？白跑一趟真的很讓人不爽,2 個月前,2024-11-26 16:11:33,1.0,Ryan,則評論,https://www.google.com/maps/contrib/109769338432330748447/reviews?hl=zh-TW
57,ChdDSUhNMG9nS0VJQ0FnSUQ3ejl5VzhBRRAB,在這做過牙齒根管治療 體驗不好 1個牙齒蛀牙想補一補就好 醫生就說傷到神經要根管治療 一顆牙齒根管治療時間跨度至少半年 牙套材料最便宜的幾百塊不讓選，牙醫說便宜的不用看 強推給我方案1萬4到2萬的選擇 之後選了1萬4的 最後安裝好牙套沒錢繳1萬4的材料錢 那時後身上吃飯錢都沒了 醫院也打電話來問 隔一個月才把錢繳完 牙醫有業績壓力 病人也有財務壓力 希望來支援的牙醫能多尊重病人,2 個月前,2024-11-26 16:11:33,2.0,ㄏㄏ,3,https://www.google.com/maps/contrib/109538185912617370606/reviews?hl=zh-TW
58,ChZDSUhNMG9nS0VJQ0FnSUQ3dS1XeUlREAE,,2 個月前,2024-11-26 16:11:33,1.0,周碩澄,0,https://www.google.com/maps/contrib/116340688965599022439/reviews?hl=zh-TW
